# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   16943259362    19285821655      25413847 4436829108  8099705116         10175804           98689823         26325037 
   23266356721    28355867321      26668507 6486644155 11234421358         11754196           92765082         30242097 
   23368844381    29060460359      27086508 6658325989 11422293470         11638392           92950887         31079856 
   23273699995    28868129133      25273286 6605235422 11433175615         11604751           87251145         31127307 
   22740556424    27862524503      23510689 6340806592 11084988336         10927033           81727517         30208327 
   23408024466    29401694684      24850646 6750871412 11732275226         11945258           87449936         31681436 
   24074044290    30046169184      26290796 6891333180 11953868338         12064352           91158414         32568823 
   22924470469    28372326195      23593352 6485618760 11254457665         11148719           81761248         30715372 
   23273760729    28815703775      24029826 6592680653 11459170984         11617765           83699289         31414003 
   23403731667    29110616744      25400254 6669029124 11584342840         11582426           87766333         31505935 
   23255516167    28546118406      25638228 6521078998 11447911116         11854900           88692989         31875158 
   23961072837    29883784444      26354180 6857087778 11837047643         12150795           91054547         32557270 
   23060824664    28297198370      24962055 6457072692 11253123958         11503345           86153268         31208665 
   23053756654    28185253283      26789488 6438827948 11405636847         11969242           91774249         31825327 
   23631498596    28936595967      27205199 6614672776 11660909187         12205965           93456339         32661545 
   23038834313    28551850217      25241919 6535776256 11442993028         11627226           86993439         31155790 
   23810363638    29754215945      25253105 6830196530 11806665319         11943912           87918020         32230432 
   23356991078    28778933348      24627751 6578982253 11463501544         11726607           85773395         31798420 
   23083753375    28327372758      25103563 6470238746 11300437549         11624274           86933714         31607544 
   23648733624    29770114865      24797308 6834295726 11797533001         11707536           86010209         31630476 
   22525184756    27112514523      25179220 6153978482 10895594006         11498932           86090804         31028870 
   23449736066    29034649833      27403984 6649764895 11746096993         12211087           94388512         32348127 
   23456487984    28735962812      25398374 6568699225 11553230603         12005273           88372306         32149950 
   23338396075    29104862512      24838809 6673927949 11600369557         11593598           86264631         31444993 
   23742745482    29970152015      23872968 6879023023 11822725615         11647050           83387595         31483944 
   23051481881    28271140896      23403140 6445654648 11270915190         11370360           81894468         31069390 
   23735572122    29576609287      24892016 6778860116 11790364269         11811957           86872659         31910058 
   23933403274    30389153386      24964104 7002197817 12089981507         11986210           87312981         32004168 
   22966031490    28169281658      24396769 6421995872 11171423647         11329620           84283691         31144539 
   23317700910    28392754481      25316826 6479751549 11490415067         11898232           87583734         31849831 
   23077701520    28391220109      24776180 6484788882 11350735786         11567604           85707581         31348435 
   23246465010    27984233293      28140478 6377397441 11388189973         12253595           95879457         32420555 
   23203583325    28349576318      24899938 6468199476 11400877660         11725942           86182819         31737581 
   23559342630    29280123251      24416945 6710444891 11689376377         11792509           85749711         32112177 
   23256244709    28532840851      25138951 6522068741 11437158663         11719504           87040932         31740269 
   22936455574    28045981900      25494589 6398294712 11232674759         11761053           87902202         31555849 
   22825748680    27535506341      25245724 6259296850 11212417371         11607696           87040132         31534468 
   23555563589    29062325107      24355617 6643006183 11686645665         11703872           84966303         31909717 
    9399344174     8198769621      21361353 1707692719  3103830999          9512184           72068133         21461840 
       2094968        1324766         11873     336220      547248             1989              35430             8024 
