# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   16418533995    18910817861      25538042 4355239366  7886828792         10071108           98155725         25854569 
   21774865019    26578961360      24056589 6059045392 10492671678         10853333           83440104         28250903 
   24887009336    30916196196      28882702 7114960982 12305019001         12181584          100494593         31960262 
   23033816814    28548761662      24074580 6522529279 11253780602         11108247           83023767         30552896 
   23320593188    29175218791      26667777 6705345090 11579743055         11808205           91810781         31461090 
   23551330058    29109106978      25389709 6653598711 11617867600         11513875           87375729         31576368 
   22915551582    28433054897      23068721 6493234561 11157896832         10843759           79478520         30176426 
   23981099731    30388526819      25320253 6997375921 12091367609         11746512           87686656         31981547 
   23218315429    28803505443      24251780 6592412917 11481884457         11427065           83887170         31268425 
   22570851187    28224535161      23264389 6460106213 11152226355         10885311           80375204         29931735 
   23420488803    29565774753      24966802 6790939470 11722799084         11471119           86521146         31272594 
   23314651475    29191071008      23942651 6682441500 11568811405         11162293           82930234         30887856 
   23167635541    29062774256      25039672 6659765107 11475735405         11302891           85842724         30854418 
   23574650711    29238473773      25008993 6696642189 11600975353         11425310           86077319         31341894 
   23154231102    28476772766      24831740 6498162608 11295934168         11347078           85603938         30948943 
   22919805015    28082216393      24241953 6412547535 11260879104         11473109           83822876         31219019 
   23245328629    28539811457      24172797 6516219782 11446602872         11442875           83119837         31453635 
   23115063615    28774948949      25356879 6598193660 11639344956         11596728           87423908         31224658 
   23283569362    29017665042      23768484 6639310531 11515638288         11389586           82403797         31301844 
   23332856345    29179777390      24850272 6692295004 11580955430         11499447           86023836         31278067 
   23504451154    29165775020      25395441 6672851893 11617482012         11658787           87801472         31830840 
   23655981259    29472160726      23783444 6748222234 11778170273         11605746           82892044         31522328 
   23782464134    29935376013      24935347 6883330633 11883466351         11633635           85973214         31693975 
   23573904583    29550562729      23886281 6774203722 11676633549         11324416           82615501         31310615 
   22597850904    27592109997      23571383 6275083460 10944787201         10871509           80426676         30269400 
   23980550192    30286461192      24597061 6963606005 12119962736         11823676           86156186         32219146 
   23084196268    29134549777      23805675 6684745370 11474403768         11049914           82299998         30503337 
   22347569677    27530268876      21496849 6268138112 10949592500         10546426           74709250         29973186 
   24726615694    30891449690      26963305 7092604947 12352434027         12548725           94143750         33503043 
   23756180081    29694523850      24613358 6816200788 11861191550         11856187           85800148         32028523 
   23503453108    29150119731      24532301 6665534733 11474690775         11394326           84669484         31690808 
   24140777757    30348344181      24545929 6970327767 12089822035         11860460           85368814         32161296 
   23078321283    28441588199      24844436 6495241386 11279812106         11183991           84550739         30879028 
   23554900299    29576174865      24863734 6780992556 11793710302         11782728           86180250         31644459 
   23600557568    29406158923      24362237 6746632639 11668414383         11574208           84658053         31655610 
   23424958852    28970576988      24194477 6615707371 11636361960         11522788           84036932         31666857 
   23962978589    29808854544      24957007 6832331432 11840251452         11768785           86862654         32262706 
   23398278693    28945187169      24608209 6619348853 11547828734         11543035           84927290         31484588 
    8491334811     7512413324      19036184 1566673160  2801547092          8639189           63646831         18957357 
       2184728        1265152         12714     314171      537490             2050              38163             8073 
