# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   17298336339    20105368622      30182394 4657879892  8286426356         10898629          112362337         27096444 
   23553419978    28703749072      27960284 6562528063 11085272036         11418894           96643674         29964633 
   24503889505    31419805045      26437346 7244004359 12299349412         11828608           91549020         31378961 
   23760277389    29897163639      24055793 6844784825 11601433927         11192518           83569557         30732422 
   24155487123    30133488679      26924575 6904135545 11960168668         12255221           93023009         32456551 
   24798611157    31616162330      26085537 7286270805 12463326557         12222947           91099361         32638556 
   24070575880    30734082761      24347180 7073963199 12064819477         11645020           85244803         31669263 
   24037593795    30696551979      25534973 7063524702 11941496375         11632820           88164322         31610954 
   24238297112    30758221842      25467980 7069191086 12023084022         11849108           88238496         32048144 
   23017293643    28724888831      23053719 6551592511 11210635333         10857792           79658771         30292930 
   25383580733    32702914204      25591561 7553460297 12965796058         12481521           90532000         33198862 
   24235351014    31604952643      23683773 7300704197 12281701414         11452432           82430187         31121853 
   23530647599    29844447830      24074132 6851869828 11606162470         11205305           83266156         30823467 
   24328722751    30265019894      25102777 6923138798 12038577826         11952551           87936338         32660614 
   23995100103    30376389020      24131214 6970742760 11911511819         11507299           83676585         31463207 
   23897803773    29550955875      24759607 6751067461 11775217771         11895719           86922990         32167414 
   23888598339    29681704476      24604596 6795493476 11921815767         11854873           86196034         32049209 
   24148005154    30433491168      24586511 6983091757 12036730736         11823201           85632436         32017571 
   24250878934    30792769530      25483850 7082270989 12104115496         11952136           88968303         32328313 
   23977758295    30352337193      22763633 6953549014 12072622191         11579238           80482917         31774046 
   24167846792    30183045724      25629353 6920773499 11906365329         12000485           89224702         32446270 
   23894483358    30293597623      24283296 6955842859 11969522012         11729120           84610442         31709800 
   24296427247    30919220163      24247589 7100708802 12072449628         11634250           84253912         31997463 
   24431792404    30692115586      26187738 7050427624 12081123388         12040208           90779003         32512880 
   22385302424    27233317542      21686897 6164470309 10743105191         10445351           75046532         29575750 
   25598392750    31754577039      29058568 7287450467 12943566733         13800968          102896169         35333804 
   23997120391    29899251144      25747495 6846375002 11906680862         11876497           88608448         31995834 
   23017311767    28412285686      21624325 6469097528 11240260391         10895553           75636223         30686347 
   24061405071    29062151109      28440394 6616626577 11806776150         12709082           98162468         33339157 
   23648904562    29108897162      26708069 6641284304 11636204979         11950911           91528515         32230156 
   24732341449    30430320698      27372074 6964807663 12287411291         12550353           95623533         33657441 
   24141581671    29882404151      26324936 6838728819 12011487214         12292128           91082822         32612253 
   23526276132    28938011414      25106791 6606410246 11572004208         11686124           86680705         31726242 
   24617967377    30492690162      26024042 6979594826 12225653895         12486291           91118088         33338036 
   24268581462    30395930109      25728409 6964754210 12117915244         12126727           88970141         32619585 
   23945432411    29725224083      25059392 6804540123 11915506486         11947915           87226904         32196743 
   24614348303    31365340466      25180507 7227568625 12459639711         12181421           87924069         32614713 
   10358758874    10260589768      18803540 2194525931  3853750755          9070956           63063771         20716753 
