# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   16682984315    19262407746      25875197 4430368016  8040671558         10224748           99817380         26210753 
   23687919631    29196523248      30063070 6721175223 11347137030         12021381          103518073         30083550 
   23396641667    29462737237      25171088 6772231401 11407769532         11056565           86960208         30116005 
   22596933740    28978061298      24589123 6671636439 11343170862         11057743           84532568         29816203 
   22733207653    28739304922      24278555 6593418003 11208804155         10959828           83554242         30105932 
   22581104366    28700491716      23819774 6587308712 11229092131         10980225           82267620         29956638 
   23199527829    30091152041      24511063 6952811327 11751771707         11320897           85212828         30542448 
   22478234947    28953861950      23145884 6658997011 11315641259         10791690           80120724         29381867 
   23382333751    30054285333      23533459 6921077694 11765997250         11238310           82207697         30747311 
   23176252377    29385118889      24791370 6749674137 11511539932         11300493           85118162         30624908 
   23087293037    29598373803      24537543 6818194597 11615856852         11202796           84911713         30642035 
   22758599949    28897141462      24679771 6633935056 11324983520         11126441           84597865         30107690 
   22956435114    29350610633      22662706 6745548169 11487054033         10845896           79007986         30081942 
   23214156892    29574545134      24522440 6791866848 11529311067         11218303           84544515         30747812 
   23765522411    30641086538      25423952 7078977865 12037970767         11729560           88444150         31563148 
   23523194069    30370083903      23699664 7000253204 11773813342         11310270           82310129         30794109 
   22806727239    29178420936      22808479 6714778132 11337372971         10817035           79468188         29944141 
   23689892916    29878329680      25362410 6869795906 11726613795         11790271           87846029         31578184 
   23261121736    29661359747      24321304 6828636542 11606952807         11329124           84214967         30935105 
   23223747224    29278900002      26027494 6721210725 11516677155         11509044           88545244         31223775 
   22850270154    29027119956      21971215 6656586004 11358645236         10661905           76561955         30054930 
   24093903647    31375643545      24882955 7254581640 12246979524         11681038           86866998         31577152 
   23723563396    30782162689      23686581 7106221146 11950472731         11248200           82504859         30834080 
   23911122977    30387838187      25751941 6988708611 11877285863         11859758           89178991         31926537 
   23706260971    29909736840      24729644 6877472968 11714167775         11431116           85834130         31406058 
   23112795925    29435510144      23647213 6766469865 11530732221         11274082           82429452         30665137 
   22967926282    28814736470      23916724 6590088882 11235594222         11054185           82092992         30483266 
   24382277807    31468641009      25830810 7275704213 12373831406         12128266           90675323         32654881 
   23746437588    30386980252      24969509 7002505270 11814095253         11478075           86550364         31194976 
   23232550099    29439507273      22320050 6742856957 11418815856         11023576           77973487         30594380 
   24043262601    30872344272      24727125 7124562083 12080026350         11850270           87128655         31931333 
   23010586356    29378578519      22792138 6749536546 11430637110         11047266           79821503         30127505 
   23724754705    30593798952      25781580 7066068657 12078404310         11781943           89348808         31541798 
   23394616745    29519977793      24571269 6777662294 11533140334         11334615           84751070         31029287 
   22841813900    29026859003      22747231 6663618484 11345156910         11126340           79041053         30146556 
   23681152081    30083497194      24959857 6914126608 11833178505         11419356           86207762         31391526 
   23405053781    30118167716      23903228 6935347021 11781909726         11453346           83508772         30923622 
   23533974377    29695247192      24846127 6818371598 11646710759         11482404           86052588         31152673 
   23852934572    30716292952      24660377 7088463316 12034869188         11659696           85493158         31364944 
    7347817809     6186542332      16549216 1256479457  2234519598          7763680           55149947         16929461 
       2142912        1461284         12186     381103      598168             2026              35677             7992 
