# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   17135839505    19943951033      24746608 4599721936  8343144294         11051390          100764243         27429995 
   20161711622    23292678985      22135433 5219238144  9167709579         10012156           78004145         27549362 
   25295678511    29004927372      30052084 6538626609 12078854409         13434236          108128007         34924429 
   23512508080    27694882786      26460896 6252910725 11367561725         12419875           94547459         33244865 
   24116272191    28638197876      25335388 6471726984 11868502074         13050007           92881533         34673985 
   24127586773    28502449291      27352501 6446282226 11598711754         12929533           97352518         34141535 
   23782538635    28148623147      26834927 6360177329 11523491821         12975052           95894910         34004823 
   23690586360    28342398393      26418007 6419818279 11510768498         12424201           93502815         33235136 
   23898474376    28717295763      26066616 6512730280 11661354583         12753091           93621144         33959217 
   24258536908    29024432179      27616278 6581171120 11815545978         12968754           98308462         34342033 
   24172030105    29812071529      26052715 6801683247 11949647680         12595188           92711802         33402809 
   23120836207    27637104621      24710033 6244001772 11127373989         11928316           87499407         32223000 
   24514098193    30091915675      24666282 6858843226 12305886808         12868950           90680369         34302065 
   23161300860    27597445387      23776283 6221992941 11069524687         11736895           84541402         32379136 
   24161551669    30067456283      24620684 6871696102 12210793732         12875026           90043224         33898629 
   23260285754    28104900604      23666791 6367984566 11351049249         11877944           84945788         32605302 
   23997656100    28701114660      24791716 6491031752 11622993564         12376278           89280891         33643768 
   23699052888    28754564434      23533799 6522488929 11690411374         12163797           85214475         33011273 
   24546702241    29933004227      27197709 6823705609 12123445892         13163654           97586086         34611642 
   23459169782    27706252122      25080173 6247725778 11207646100         12101496           89326788         33167716 
   23918012014    29157303517      23674518 6626948318 11842091150         12375361           85531812         33248266 
   23818785907    28690394282      26292928 6509495348 11606494991         12483465           93553736         33600063 
   23259010439    27918644543      23343243 6321563122 11449714106         12135159           84932149         33014547 
   23648969670    27808846847      24813080 6258859716 11410068807         12455238           89213684         33790592 
   23613092554    28334060769      24255424 6416260195 11555399364         12262190           86831287         33163463 
   24701662041    30270465723      25196317 6897947767 12365153469         13091324           92292427         34748235 
   23808649492    28630675640      23700591 6485153189 11532880019         12039932           85426410         33227776 
   23328593132    27717573358      24651729 6259835248 11309381378         12348295           88333328         33147566 
   25046526721    30331966111      28377340 6909234496 12430253224         13811190          102175070         35827704 
   22922297504    27014624331      23717853 6076700202 10985584035         11789990           84878694         32326677 
   24437424165    29482681138      26453754 6701113358 12142424104         13210716           95421662         34686446 
   23647916163    28310213279      24202923 6407884730 11528304572         12121104           87195446         32982921 
   24354829089    29800984601      25017721 6776328532 11990689952         12608509           89964255         33912679 
   24625173616    30150918841      25212305 6866488580 12136782095         12842824           91190210         34320237 
   24107455204    29306229056      25179451 6661068301 11800023233         12174586           89384642         33220626 
   23820922400    28574365110      24831486 6472114326 11656573347         12532237           89712283         33661247 
   17488812502    18883330532      25058620 4138897612  7455906745         13355708           90886247         31806147 
