# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   17674768860    20569223397 21407943353             2534                 0            20612                   9977 
   23947789907    29701956412 30725870679             2992                 0            24743                   9202 
   25049049572    32263087435 33373753435             2919                 0            30240                   5757 
   23617442449    30759381728 31770636264             2463                 0            25843                   3974 
   23439312942    30401499540 31439076561             2594                 1            26192                   5208 
   23056935056    29784399282 30827028519             2093                 0            25698                   3727 
   23665008205    31228722403 32266774278             2282                 0            26536                   4163 
   23362053508    30243170725 31227612686             2147                 0            22514                   4281 
   24335952149    32027643579 33043611607             2496                 0            24617                   4649 
   23589645724    30912259075 31909063760             2231                 1            22932                   3904 
   23808109841    31048993677 32073225297             2254                 0            23901                   2785 
   23732131927    31164339105 32162159367             2199                 0            23117                   3694 
   24073245449    31355296170 32386682818             2097                 0            24084                   3820 
   24080523805    31735242481 32730934384             2240                 0            23441                   3960 
   22302934096    28497433127 29489412597             2160                 0            22228                   3052 
   24610186843    32336535230 33385106292             2475                 0            26146                   4680 
   23040208439    29689778556 30677896785             2087                 1            21628                   4067 
   23725786592    31097076915 32137682551             2368                 0            26198                   4118 
   23789054224    31407680341 32398982015             2209                 0            23774                   4949 
   24187302820    31587252611 32675008855             2323                 2            27160                   3674 
   22939988558    29674989914 30681264679             2249                 0            23329                   4099 
   23322869252    30706569825 31670685662             2173                 0            22397                   3872 
   24113841841    31722247363 32758039324             2214                 0            24783                   3302 
   23366142875    30452155891 31421233466             2104                 0            21504                   4171 
   23692189364    31498562615 32487257498             2314                 0            23472                   4235 
   22920684709    29523381462 30514690906             2219                 0            22763                   4409 
   23231060531    30153179542 31139836640             2005                 0            22023                   3773 
   24115912643    31871276090 32860178119             2129                 2            22548                   3576 
   23023211700    29961269836 30963051764             2267                 0            24092                   4149 
   21276436563    26418312018 27255512304             2044                 0            14615                   3512 
   24834388831    33184644774 34144630782             2151                 0            21306                   3954 
   23414906729    30619865017 31558912167             2130                 0            20666                   3650 
   23258555798    29895459266 30903957217             2245                 0            22781                   4099 
   23716415296    31387940035 32346694483             2054                 1            21827                   4574 
   23096458021    29973763202 30973114841             2079                 0            22501                   4021 
   23467447225    30587015020 31574385402             2090                 1            22023                   3949 
   23487656569    30300774053 31348411604             2396                 0            28041                   4418 
    3236521020     2438235021  2781060108              607                 0            12296                    873 
