# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    5556003194     4952918693  5329763338           7907962          7686953             1129921780 
   21854563529    15732576013 18744300240          43715017         42004392             4761690997 
   24693397930    17825861445 21261251444          51509945         49372576             5282358720 
   24262548044    17563192048 20936656735          50604364         48514128             5179657567 
   24751241905    17903461310 21326168443          51547449         49422647             5271049646 
   24299080495    17552248934 20907690837          50591700         48506526             5168199067 
   24057935820    17416316640 20729733256          50052246         48004794             5129095122 
   24623098749    17797077889 21231924316          51347095         49215650             5258875654 
   12372652317     8924380168 10442990237          21728465         20820406             2296431051 
       3983744        2654392     3195510              2952             2822                 331495 
