# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    5000906633     4558590131  4845529575           7104896          6917952              987246638 
   22135315624    16015024531 19059895160          43220987         41460569             4978693025 
   24517227738    18026478644 21292172782          50110846         48039704             5397512838 
   24543771663    18081777857 21335271110          50240655         48185540             5391051835 
   23918919587    17604934532 20809684736          49042745         47011305             5251500991 
   24264049199    17885724967 21103884784          49756622         47724705             5329722272 
   24568036143    18130370049 21375434322          50357696         48307404             5408670015 
   24610154093    18116935052 21395037666          50453651         48382075             5400933911 
   12002606546     8812074421 10218955959          20810539         19960361             2244586265 
       3912621        2544342     3058880              3118             2947                 311470 
