# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    5456444485     4878176044  5236372835           7757180          7541731             1101458389 
   22201599334    15950137726 19052678687          44625602         42817875             4869338420 
   23922369667    17279879457 20649742747          50050072         47890646             5143395952 
   24582271697    17812046391 21236441618          51225568         49036426             5285856780 
   24403174918    17690391833 21106239768          50978071         48796096             5238713984 
   24563047604    17780093348 21202615462          51386828         49190999             5274755402 
   24070020899    17449655980 20804359610          50275667         48128411             5182315102 
   24389073420    17676454233 21091756119          51048534         48842770             5254228139 
   11929634983     8617653847 10085950485          20886518         19992329             2213290804 
       4138133        2767599     3346093              3004             2843                 382758 
