# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    5513251892     4919716791  5285778613           7843916          7627657             1116166793 
   21887359370    15769216862 18777691003          44043495         42346376             4769008390 
   24343088238    17681848538 21045000452          50932894         48863300             5180192057 
   24117384411    17565733057 20844439217          50374023         48350360             5129251648 
   24424836714    17773038483 21131240965          51093830         49045978             5208530236 
   24679382476    17935474161 21355498688          51667774         49550164             5254663875 
   24695979548    17948861597 21359838165          51602124         49492007             5261650426 
   24588673125    17898551483 21272791401          51362364         49282716             5217506654 
   11715163357     8536375583  9936427858          20424263         19611804             2155233628 
       4001118        2569070     3137262              2973             2829                 320370 
