# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    4991266356     4552348190  4838327679           7083348          6903080              985838666 
   23022993862    16504549589 19725074278          45890481         43936253             5051126397 
   24028761328    17466386083 20707774326          50350127         48190828             5098200673 
   24875637024    17986327192 21457794438          52173775         49853401             5308834525 
   23729780032    17220149363 20483037724          49545502         47389283             5056439268 
   24280625878    17622881582 20945716121          50761338         48557337             5176331427 
   24757443278    17955686635 21395781409          51948703         49662651             5272479900 
   24555592612    17845522417 21212134529          51341744         49110631             5236760841 
   13658596273     9908330300 11601896435          24555170         23506484             2591060368 
       4169270        2881928     3439033              2982             2851                 337696 
