# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   16666416854    19136189243 20165296674           789293           8104193          8121249            12903714067 
   24167919343    29649500329 30948553075          1000950          12082560         11940746            22192017734 
   22933231892    28793437871 29954922537           850237          10923693         10776521            21574924381 
   23198126671    29404571526 30563424276           825240          11603107         11448148            22115640792 
   22789189306    28866138056 29979018540           789823          10870027         10727648            21596764367 
   22843392635    29013498327 30126210710           804082          11009175         10855576            21885283209 
   22595364459    28553061452 29663407804           803027          11030825         10882838            21495965359 
   21919848104    27368807972 28436496841           775472          10002778          9870247            20241077198 
   22546395621    27973051343 29103907422           822277          11379365         11227249            20801947577 
   22587653392    28213138953 29340698602           822235          11133863         10977832            21077620593 
   22748920401    28467583099 29607546055           825366          11374114         11220193            21217384779 
   23351091608    29767669797 30907883947           815566          11841968         11681764            22684317030 
   22312371642    28045127995 29124124224           759821          10704624         10563364            20812353125 
   22281798840    28127927152 29195288118           761786          10042749          9911805            20896120791 
   23180043327    29241364948 30368926000           785717          11560756         11402134            21947556583 
   24155709957    31170161183 32337489158           865809          11821393         11661362            24015328526 
   22756029517    28303045811 29392123495           761460          10824415         10687566            20871390105 
   23123706223    29415119599 30520301216           792608          10984001         10834172            22258617988 
   22804729823    28807762078 29896333245           751976          10714573         10574002            21429116291 
   22724676396    28422456737 29520688347           787842          10968465         10825580            21235443554 
   23303533244    29464361338 30593822596           811359          11580443         11430601            22218905439 
   22323892802    28006190665 29089030238           769372          10440930         10309223            20823566099 
   23190430861    29081721121 30260184681           869633          11538159         11373378            21810401525 
   22784619902    28586765653 29706765532           793497          11292473         11143260            21329898253 
   22746936779    28735118459 29858821778           813533          11031686         10886886            21519267442 
   23019254015    29274513321 30370569175           786364          10778322         10634512            22085502026 
   22846362319    28877396337 29952353383           767224          10501613         10370345            21671841675 
   22566739662    27902055352 29005211850           791333          10906468         10754596            20614971784 
   22672185260    28352635094 29462862674           789382          10635083         10487103            21040832313 
   23275878568    29408775866 30550487690           846505          11222938         11059425            22383300059 
   22168185296    27507042424 28556031832           707450          10360451         10235567            20032739544 
   23809588256    29989814655 31159172969           852277          12162437         11999778            22690612736 
   23514468136    29664655026 30809601715           815138          11747263         11593762            22359695573 
   22689437433    28389855654 29489071414           785509          10784258         10636767            21214400705 
   23339771589    29618935416 30728126882           781629          11078429         10939826            22243728289 
   22549225817    28071744804 29138195039           737392          10357332         10231168            20622812457 
   23143448072    28936367124 30065864406           810896          11156994         11009350            21766565338 
   23352592900    29479413944 30597729705           783988          11341266         11184425            22063672326 
   23053188560    29046031675 30169740293           794513          11229596         11081275            21719073903 
    7951479234     7338413968  8002624487           484227           8685001          8559920             4274838772 
