# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   17101859477    19514553399 20542519592           757689           8214156          8229835            13105468102 
   22970172308    27555044864 28761218199           924462          11177370         11041402            20151650688 
   23952658580    29734056810 30967731140           896452          12394689         12236715            22356812371 
   23227664834    28591531156 29767716290           831621          11346689         11205366            20974636780 
   23432373119    29141945696 30272753033           822851          10986419         10850651            21675034999 
   23610343914    29499192002 30649898036           834577          11560339         11410529            22149149224 
   22880671329    28025612314 29160723716           814626          10964184         10814202            20633662509 
   23347592568    28889488486 30035058310           822001          11411326         11266506            21477294053 
   23765633627    29519361425 30697134621           866508          11821007         11666398            22066714966 
   23236641318    28787189312 29931762679           835335          11043215         10907289            21300766350 
   23099381424    28461145724 29619048527           857444          11416594         11260810            21139629533 
   22694046732    28403939335 29502613150           773142          10901310         10758813            21107173763 
   22315986425    27447582193 28485778264           698565          10048964          9927589            20064781257 
   23409002327    28844951173 29978432701           844841          10990958         10856586            21408573638 
   23432137665    29204654439 30327175239           808728          11438118         11295411            21872585037 
   22646075273    27805324650 28929127312           818136          10706064         10562599            20395154921 
   23634768995    29361920216 30531322875           849491          11825079         11670524            21859688906 
   23131854536    29221399484 30340415480           808803          11082824         10933304            22073681835 
   22928512628    28402190342 29487469404           764779          10470904         10339486            20821036318 
   23048185252    28703949577 29834257365           824749          11347932         11203589            21465761222 
   23185844764    28829990798 29948138325           793468          11199395         11051018            21601236784 
   23094040872    28921297988 30052967328           806815          11324019         11174835            21545989899 
   22972082342    28690112728 29819807965           818835          11180954         11027135            21427485361 
   22755557238    28184925359 29312907927           816141          10966038         10819131            20852375745 
   22331617643    27773810592 28824713032           719716          10493916         10362097            20586213613 
   23612036097    29019655887 30150416346           795119          11153877         11012788            21391420844 
   23419692429    29204609801 30293185465           760209          10739537         10618167            21669912209 
   23236323414    28960120481 30078973476           788920          11264217         11116207            21549226879 
   23467028145    28774630188 29946913240           828275          12118037         11963199            21206311067 
   23328207364    28936939743 30075140648           826100          11348516         11194834            21628932506 
   22915280546    28307044647 29449105307           847708          10885080         10737631            20968244312 
   22735720204    28052715524 29139079561           767059          10731846         10604242            20656234314 
   23535062613    29688427454 30812800759           821856          10918381         10783697            22296099866 
   22621842961    28122157235 29217122598           771776          10724439         10580611            20819603692 
   22398489585    27314622732 28397928749           770626          10508386         10376663            19910208466 
   23643374834    29413679703 30586603023           880263          11613903         11450005            22110420430 
   23560220713    29436047958 30573365887           813901          11454286         11307778            22049784726 
   23073688469    28417381086 29533959998           792227          10706458         10561386            20926837292 
   10678000025    10449453756 11253945792           589409          10206500         10056268             6350133266 
       2112757        1261977     1680347              116              2145             2132                 293301 
