# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   10310692835     7632944395    158638410           65872508  5318565782              28030963           29197759   423038181              24380429 
   23997151243    16454285101    395063294          180927953 11946106433              80891366           70301141  1206319497              62852558 
   23708652582    16084857544    392553260          184618503 11700263326              83034716           67178908  1235783191              63816862 
   23468224873    15975572121    386149974          182883399 11618578074              82432094           66060352  1221796164              62567273 
   23912038840    16273464558    388183550          186696853 11837566356              84435324           66012690  1248409466              63755621 
   23619134157    16115882815    390062272          184945024 11711586668              83586819           65967977  1232277548              63910537 
   24013363260    16338555399    392045568          187684154 11900501884              84229294           66972555  1254995142              63968265 
   23391348361    15943216648    381843981          182143887 11594731242              81640905           65435236  1217156200              62303716 
   16014033722    11024236517    229836315          108937064  8102490611              48660913           41186882   728118138              36987074 
       4583356        3195362       147981              28254     1765772                  9364              29256      177004                 20528 
