# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   10834104528     8926976066    266412656           78611360  5645012519              36808021           40114959   469831267              43420903 
   27189118422    21715335191    909535955          209302973 13892908857             106473074          132122837  1201237232             151643183 
   27232292292    21553820018    908477426          218191404 13838083756             110196423          135236249  1265815599             150104149 
   27438378828    21666700097    902611230          220485083 13966359611             111184087          137150076  1283128156             146583322 
   27803275827    22000601693    901365672          223861404 14189031239             112614323          137727754  1317824694             146566916 
   27448639158    21736330548    897304747          221731980 14001806048             111975631          136150287  1297341956             146888183 
   26846236013    21297405887    891898279          220945383 13670058414             111980967          133826931  1291321116             148033482 
   27218270285    21607753840    893175220          223379501 13894512581             112820705          134232181  1308117016             146468499 
   24444359176    19343838517    865271878          212485032 12240837072             107245107          129115345  1267981515             141506463 
   24177570787    18768134187    862735738          207112429 11963476578             102722874          135270398  1249369641             131425012 
   26386326674    20475516273    874243415          213973917 13258766505             106449156          138422655  1263250948             133118393 
   26024886404    20508544711    884743269          217498077 13125297149             109686319          134823669  1285000618             143218728 
   26578069709    20567774019    894875206          217161507 13294590887             107735309          141693246  1285850168             136223675 
   22974332004    18273999501    836337754          207676341 11425454172             104950558          121886269  1263215238             141047494 
   21356420059    16483074593    724509855          180125346 10592885987              89335401          108356955  1126857582             118769079 
    1236612715      863622451     19287851            6224427   627297200               2705270            3970026    41574475               3112737 
       3854401        2805449       137994              23601     1456703                  7139              27907      148613                 16240 
