# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9627941034     6720178813    126686501           65763422  4765959576              26026846           24424934   498731398              19051292 
   24237068639    15312219917    312819986          159744204 11540657559              64335125           63280103  1291038797              43221102 
   23587099258    14860616569    302142344          155626613 11198461005              62600540           60293118  1259241888              42028185 
   24077061971    15180582788    306052039          159206071 11444260297              64053879           61100900  1288512029              42628706 
   23943955786    15094018770    305717736          158309725 11376169969              63587619           60834188  1281440064              42185400 
   24490590359    15450661753    307106996          162370218 11652601361              65149591           61334223  1316818694              42675353 
   23799465071    15010153976    299997877          157039072 11313091690              63231883           59857329  1270180912              42162610 
   23921779644    15073446884    299991008          158011723 11363747062              63475487           60190855  1280883563              41832481 
   10420051874     6895323773    119464631           56922948  5192892279              22876015           25560087   451409437              16337134 
       4341248        2788765       142703              27219     1663154                  9312              31911      170440                 16638 
