# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9669855052     6733014625    126103347           65490476  4775653015              25982964           24952494   499792705              19344031 
   24083283115    15275684339    308308978          158336631 11504868668              64220970           63887821  1273014962              42576391 
   24153306652    15309846428    305567824          158855630 11530571046              64370176           62020202  1278333276              42777200 
   23855249312    15113994070    303872234          156815708 11387977849              63481611           61484935  1266985148              42061769 
   24198020230    15324031765    306107590          159598411 11545602092              64431421           62421345  1287288147              42137318 
   24134118707    15283984006    308059247          159133671 11511843705              64364847           62384035  1282388600              42450361 
   24095112984    15254720685    304082680          159480668 11491379012              64516952           61804551  1283952161              42381539 
   24123726976    15302229456    302643307          158967791 11529673475              64219966           61261126  1282066216              42145932 
    9007158372     6033492343     99228045           47798501  4543318303              19334125           21268951   375347564              13746474 
       4036854        2868988       124719              23815     1528865                  6924              26005      141536                 16689 
