# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   10262719166     7478821594    158979765           65044472  5216184129              27455312           29563516   436420109              23789846 
   25038722710    16643328533    430170006          179230532 12130541307              78695693           81006685  1272955808              64633625 
   23750108109    15517226238    412021107          179674363 11362191462              79545120           74366690  1291708876              63527371 
   24378263444    16044374818    420440912          183777063 11714544401              81995346           75064828  1319860520              64914520 
   24126204097    16007754553    407766725          180526237 11629603559              80580922           73738195  1296269522              63482808 
   24289788694    16125368570    408373917          181994521 11727668529              80974644           73656649  1311243412              63049125 
   24048550651    15962246549    407834729          180217145 11605093962              79548626           73625710  1297040122              62511492 
   24257723946    16028746974    412080994          182210036 11678146858              80242349           74160643  1310200363              63963808 
   20073942373    13292857639    324220246          136275750  9809580734              59595338           59145141   983734323              49398906 
       4913760        3356006       152513              29622     1901017                  9962              30927      188274                 20570 
