# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9814870968    10485405855    345459679           81058079  5467298337              44555504           33701066   406367863              63821998 
   24898346579    27995243287   1452411994          212711147 14554291267             134234949          132945240  1001610160             277210870 
   25858874392    29982174362   1606999658          218606449 15541411107             138668683          136618383  1030365660             309947133 
   25177011620    29761853733   1618034083          212478421 15332395825             134275204          132127842  1022595018             313801926 
   24812054118    28936077771   1625233123          214591963 14869809290             135303848          132136807  1027902145             317550155 
   25565909666    30210319428   1639897591          213337326 15603212942             133927964          133777907  1038175527             315970324 
   26053694748    30973900418   1642439470          213927758 16030613691             134490927          136328990  1039634704             312882607 
   25409889565    30252875907   1618908443          211032381 15612818193             133538434          131977572  1016453125             312914955 
   25677868411    30625686910   1648302694          214825795 15768347392             135859171          134471175  1036472408             318771508 
   26032247761    31112475059   1608245285          207527496 16183864369             129855093          134568779  1022388825             301868116 
   25233376626    29944949805   1595766403          207983682 15497925292             131367614          132855334  1003019469             305773793 
   24160096538    28294017506   1621339729          214513579 14439224584             136854755          131397225  1012043586             320422717 
   25616573441    30492927512   1616154200          207875959 15805100413             129925126          133493852  1025755775             306655496 
   24896246066    29439602167   1613834037          210261985 15158547619             132587169          130996404  1017879558             312234469 
   25349249374    29957640740   1582607909          205669647 15573984647             128858407          132714760  1003588152             300304931 
   26179150155    30973982018   1623654020          211275997 16114312699             132573459          136003147  1027382978             307344867 
   25552611413    30393013169   1622150490          211279777 15690973984             133348982          133139782  1019549189             311937060 
   25056182226    30085182932   1614394140          209119929 15451247576             132149872          130471398  1015377502             311396465 
   24900767076    29270738783   1614242711          212110720 15074436827             134354354          132812127  1015390800             313201688 
   25330474713    29921769177   1622441187          212201683 15429139259             134141765          133367953  1019564691             312620977 
   25928007391    30914703923   1615274014          207868617 16056717887             130301905          134963328  1021005686             303343110 
   25805489428    30311723454   1616172792          211839596 15748094883             133304305          135110892  1022258306             308387946 
   25829630592    30316258479   1632630917          213330344 15724625061             134133150          136438326  1029631010             310941722 
   24908900395    29582073364   1637282668          211354595 15164618851             133235978          132678455  1029114247             317622316 
   25050945609    29731222730   1625036430          213281835 15269601552             135523618          132296175  1019593014             315837737 
   24844694941    29508871686   1624098101          214129931 15105952243             136576772          129896931  1011083804             319513626 
   25774766918    30674064532   1620026618          207512133 15902978885             128918289          133393203  1036482133             307552226 
   25597715190    30410043647   1609494296          208442585 15759598159             131080228          132504360  1015971925             306402252 
   24822329231    28749655399   1643126643          216452760 14776891946             137321769          135526427  1022631976             319881917 
   26659375649    31528683732   1654020337          213966174 16411316642             132920180          136936043  1057520687             312004332 
   26117729191    30828518394   1639402589          214254184 15996854064             135184182          135885729  1032527413             312835150 
   25014751345    29702518355   1630242218          212488472 15250848461             134826620          133325710  1022133642             315991461 
   25786543281    30440403604   1636856947          212180672 15753571115             133108195          134460557  1037189498             312168180 
   25194356560    29621420808   1657471481          219093218 15195332725             139437896          134924320  1037021077             323928875 
   25749335232    30411274872   1613420978          210053588 15800724016             131289934          133040974  1024269079             307215673 
   24912108638    29542452640   1629851413          212912843 15167927687             134566312          131898152  1026961143             316864116 
   24963619479    29544881795   1595308262          209526327 15244521810             132574948          130331902  1005232497             308686887 
   25050613630    29369153468   1645156028          213404200 15134039592             133508561          131812753  1039464210             319664206 
   25819395936    30584846790   1645820633          214150405 15785597877             134493099          135183939  1042385555             315535471 
   25955404229    30826613484   1616785740          208554545 16019092189             130713439          134926305  1021120734             305432691 
   24948395787    29578156556   1615881529          211688815 15193548421             134195204          132041084  1014426001             313713829 
   25579586819    30448790973   1596354178          208033126 15777222330             130986169          132339814  1008826283             304929375 
   24421969992    29051851014   1637783739          214753032 14792763273             137367796          130768784  1017502243             323286080 
   25610542087    30505485766   1627441053          209014935 15780490671             130537379          132731783  1033060217             310328057 
   25393805889    29811495877   1645557276          216788125 15364429214             137643748          134987568  1028949246             319894259 
   21208605215    21825074761   1187768859          168892786 11990136053             103821265          107159868   812455935             231745203 
    1774779780     1335867902     60858329           11884081   868193941               7060077            7318326    49575782              12094622 
       3793468        2593086       125499              23532     1442321                  7785              27142      143609                 15493 
