# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9989023513     8368747657    248933813           74929238  5234699020              35768428           35882114   445745388              42773289 
   27036477286    21719552847    900994358          208191096 13876359302             106150581          131952469  1184362348             149251955 
   27271310511    21800210494    898100023          216166602 13984160321             109669917          133648428  1248916313             148843975 
   27470013708    21945939151    888676479          217190451 14124392567             109876408          134706233  1255052006             144726118 
   27405561369    21844703971    889057146          218422820 14054390688             110227312          135642464  1266810581             144294409 
   27565420689    21940152413    895522245          221030793 14129921770             111365420          137940528  1289856434             144698790 
   27552707216    22092768121    884990622          220327169 14209402224             111170226          135911088  1280278101             143017257 
   27267591279    21773840574    880011503          219619728 14004898930             111184958          134579248  1277556971             143436934 
   25300631607    20147059188    858860010          212226946 12838650071             107462163          129086144  1248386260             141762955 
   22906447115    18474582123    833854482          210820217 11427538922             108187034          117742869  1279186782             147680084 
   23026845515    18865164975    862559477          219101353 11534912237             114244406          115245971  1334564378             158220344 
   23414664210    19156689781    872195355          222786438 11759092909             115993457          117947871  1355829777             159347364 
   22862711261    18734299684    859362396          218415938 11483354375             113601164          116056629  1335891340             155058236 
   23170540912    18988563223    865171690          220334967 11645242219             114483163          117527174  1350666514             155641666 
    7627739521     5511984416    182969095           49643396  3828389897              23695536           29050018   323547984              33230968 
       4143814        2902243       120142              24658     1593330                  7983              27017      157440                 13397 
