# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9373504104     6552329627    122841005           65215933  4637292418              26032795           24234344   486080062              18404182 
   23994593663    15169776976    302944874          161019902 11429591399              65985285           61851396  1276639830              42220378 
   24126317390    15246356851    303798732          162647904 11485919946              66547968           61307364  1288089730              42150281 
   23858425610    15068072556    298425914          160726037 11352872287              66009241           60336127  1272314878              41978573 
   23913216645    15118303561    301871293          161338631 11392748554              66085998           60685922  1278346816              41869474 
   24200245904    15307582133    304030942          163428428 11538919044              66798083           61189621  1296842548              41946964 
   23907890369    15117057869    301465836          161235002 11391283823              65935985           60410355  1279622923              41693195 
   23903953044    15120816824    301430060          161063678 11390703251              65854909           60194290  1277214724              41798460 
   10594731754     7032860677    119875977           60141887  5298091228              24767977           25426063   464452259              16486315 
       4284005        2902056       137403              26199     1658519                  8653              29127      164250                 20021 
