# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9440733924     6585846261    118661572           62977517  4676120691              24543593           22223708   483601803              18826448 
   24343273976    15355348962    288437680          155358347 11605851947              62089250           57453147  1283102821              41622053 
   23918334880    15055686138    280751256          152736058 11381382428              60830266           55641223  1266557462              40451395 
   24148437700    15207130595    279766716          154271793 11494932893              61227859           55668273  1279849189              40531360 
   24095441718    15181825133    280713578          153452693 11467866791              61149147           55796901  1274084825              40277000 
   24445311088    15406709902    280596000          156267486 11642179389              62233037           55891541  1292907961              40769422 
   24110889220    15188397372    279638518          153883154 11481782336              61274214           55340742  1277728807              40303211 
   22591158936    14561475482    255625940          133295860 10998825238              53024673           51966255  1097558529              36564922 
       1657442         897064        36361               9074      671443                  3642               9118       67437                  5596 
       3633123        2730163       131950              22882     1352111                  7599              25259      136804                 18546 
