# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9489093577     6641705650    119179228           65226864  4708734831              25940297           22944980   490499674              18467711 
   24080546559    15247137722    297207699          160489232 11482731874              64310324           60018273  1283286660              41667182 
   23632770371    14986976814    291257546          156869848 11288260832              62866924           57517443  1254717616              41426143 
   24196977885    15342591818    291818696          161708157 11563686237              64713122           57930156  1296165662              41261570 
   23925342226    15180610945    291548110          159865542 11440689978              63785666           57751975  1279842654              40872955 
   24284385167    15405495400    295464136          161959770 11608562470              64687889           58532582  1297039846              41463376 
   23784281919    15092901166    288129725          158409126 11368577929              63493639           56799512  1266152119              41099417 
   23922909167    15163348599    291525333          159953390 11426414252              63941306           57418524  1281037395              40977000 
    9961742200     6933464857    109671995           53652963  5073714845              21484599           23361090   421775144              15265859 
       4273368        3029478       136728              25557     1648692                  8691              27556      156034                 20367 
