# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9950695049     9791793103    109721355           60999275  5634971196              23837121           21533972   466396422              17062457 
   24165858215    15254362829    270126881          155439133 11542966661              62502613           56515491  1271417017              38405335 
   24326215659    15331973943    267084466          156787116 11601637352              62948994           55579408  1284265929              38053413 
   24079112450    15194468648    265381679          154614746 11496277653              62076723           54633752  1269070785              37748733 
   24039252070    15172237826    263950068          155015189 11480619514              62109969           54563166  1270467100              37638817 
   24386500306    15404669140    267218124          157045278 11654468623              62805036           55151288  1290466921              37746716 
   24028118390    15181151685    263200466          154307723 11485567078              61899317           54153546  1265049169              37543425 
   24261299172    15337849940    263282127          155829022 11606899021              62460467           54410076  1280897616              37556586 
    6369040016     4348397761     65953249           29843151  3281401337              11960602           15125820   234763908               8770480 
       3852124        2464067       133687              23161     1472780                  6986              28288      141650                 17192 
