# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9500850267     6811412245    125979462           66190110  4814128992              27061856           24067131   467859880              19478811 
   23414692910    15431585190    300153068          159467090 11557182260              66612050           60796122  1169453712              43527916 
   23725035264    15623148892    306316400          162090945 11704665477              67596610           61026363  1190649383              44199723 
   23551630291    15508114167    303918468          161320248 11614874595              67226850           60598292  1184490790              43566157 
   23645580065    15554061589    302131171          161623163 11653654631              67252462           60743483  1190586605              43400057 
   23907344476    15762235224    306326660          163480976 11809041902              68094968           61302569  1201388180              43888765 
   23326493878    15380393050    295252292          159534849 11521727754              66627442           58932554  1168141991              43085031 
   23492927535    15466312056    297994850          160971891 11580558944              67158484           59717767  1179167910              43419507 
    6127154032     4304100698     59209792           30623143  3238570028              12736321           12395733   216527321               7998770 
       4148880        2975350       136249              25497     1558630                  8169              28527      156695                 16626 
