# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   10091333707     7456286935    157371287           65179245  5182716669              28210423           28666020   429413353              25365780 
   23922611750    16419022024    398959395          174097695 11914020917              77952107           72003044  1164647797              62078542 
   24005144920    16283506152    394745939          182765136 11856172081              82148593           69041490  1240793291              63951125 
   23706308971    16083981386    396086936          181080456 11705204859              81201579           68626851  1223004081              63375097 
   23547456268    16138931016    395721787          179292296 11681839145              80515382           68334620  1210464049              62130817 
   23882587700    16370355749    400467187          181759093 11851413200              81587561           69285817  1227849755              63368622 
   23972486794    16414849179    397185814          182674518 11887540257              82214589           69108434  1236755949              62971537 
   23574224605    16155348089    394200484          179908229 11696572871              80905953           67904139  1215223227              62572887 
   16770390103    11612298342    245472567          112316050  8500558111              49796607           44285463   762282021              38459167 
       4899537        3378948       155961              30938     1887876                 10620              33568      195526                 22187 
