# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9006707376     6330267354    104966646           60280896  4486808938              23678341           19801356   460111649              17326972 
   24325834954    15455108296    268392088          156381735 11688090380              62560292           56135982  1270192211              38394379 
   24080511859    15222415816    267066798          155592486 11513774949              62287891           54672793  1266361334              37730296 
   24332429743    15374503833    266899476          157285765 11635832684              62882640           54965930  1284937265              37657651 
   24223185453    15310112616    265471001          157074055 11583314431              62779847           54724935  1279811040              37377767 
   24248087858    15336567954    265297041          157195377 11602398284              62812532           54658528  1280602439              37286002 
   24034241878    15200937496    266617217          155553263 11499629963              62125187           54744915  1268135960              37233512 
   23998707583    15187064882    263999827          155250776 11487430564              61935606           54366855  1265461710              37051394 
    5867287621     4036587860     59979486           26637473  3041797319              10646347           13790589   207685382               8059690 
       4158120        3168626       138056              24516     1534461                  7535              27843      153612                 14988 
