# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9389935206     6557350856    110939003           65587290  4654541837              26379587           21435860   488582812              17497548 
   24123810602    15305711444    262730518          157527730 11574801212              63838412           55246196  1269693247              37405348 
   24075726966    15208671273    259086083          158376288 11503833753              64117528           53147852  1280819676              37071971 
   24212459058    15310135120    256738960          159284344 11582448954              64379010           52588195  1289508628              36972204 
   24101173283    15234777517    260025138          158779059 11522025744              64161617           53142345  1285475130              36739582 
   24633974319    15584200691    260773748          162670561 11789966298              65651167           53577229  1315774082              37116959 
   23986403429    15179756390    254632017          158197959 11484166131              64011031           51869264  1277917033              36713380 
   24028168324    15215049355    256044747          158339360 11509333880              63923376           52241625  1281031497              36559510 
    5965581359     4097081359     58267644           28135040  3088856930              11425592           13316255   213936453               8013980 
       3868190        2637855       123600              23640     1516932                  7642              26352      140111                 16692 
