# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   17489350045    20967519670   1102570093          180648833  9571599937             114816350           90065838   814454164             224949895 
   24430491309    31031689489   1767708167          239492615 14544972917             154603909          143534976  1097725490             345984504 
   23074693944    30220590194   1750606166          223878881 14162249402             146155889          134173972  1045191765             347787035 
   22993237543    30703916683   1747368468          218578449 14385155926             142643256          131836308  1032773540             346998338 
   22498590116    30019983787   1726806982          213701103 14066248869             139398355          130191039  1017293706             342056599 
   22182287382    29210646399   1735897907          216015707 13643853999             141288902          129822128  1015959191             348201378 
   22269248072    29373954763   1746772869          217994899 13707812054             142856147          130286822  1023142790             351065107 
   23054351891    30153891156   1784348008          224846370 14072299208             146048815          138116766  1051633932             352749527 
   22644304789    30236907298   1730652961          213586197 14162142788             138672427          130722328  1024012320             343138323 
   22017025429    28561923527   1742340295          221037369 13272963839             144596763          133675565  1018826479             348584749 
   23113810581    30875182063   1747377215          216619001 14479414584             140147433          133474981  1037475933             342126918 
   22399651998    29690010073   1741756698          218572269 13864004799             143174990          130940057  1019701256             348524782 
   22753044957    30318060032   1731851849          214613238 14211161872             138716828          132548587  1025823514             339520160 
   22908934070    30413697793   1743822816          218272246 14230639536             141658979          134874397  1033745526             342091159 
   22422056637    29658431388   1747344417          217192234 13856750555             141607673          132374550  1027996360             347056439 
   22303230729    29538507217   1732545845          215153230 13801051174             140224779          130996478  1018258173             344402011 
   22324729722    29279853099   1736311901          218065595 13657931600             141454162          133360383  1024070052             344078108 
   22291901537    29831190929   1709826136          210818675 13969889419             136873757          130130482  1009549218             337038848 
   22849660825    30265018441   1746662217          218892326 14148213895             142635500          134064899  1029337413             343592824 
   23018612503    30559481572   1755577511          219120197 14289872055             142379742          134098515  1034889272             346330404 
   22553964430    29901252093   1737256579          217071377 13971233648             141826732          132178598  1021934395             344947137 
   22090265979    29209137072   1715780659          214611042 13639184913             139826040          130904034  1013303746             340761238 
   22751991793    30076649206   1756528561          219086734 14064936444             142579849          133361141  1033436470             348976184 
   22524232246    29373032656   1761510091          220720094 13701524413             143684853          134017246  1032324384             351147834 
   23281136412    30694704657   1786602795          223347411 14351311881             145029122          137491795  1056625141             352168945 
   22892695921    30523668067   1764264432          218574374 14264383921             142645120          131691627  1033676209             351747486 
   22461965833    29621074442   1734407844          215926567 13871172279             139425264          134090699  1031437822             339314306 
   22476271996    29542501621   1747883091          219209670 13769043564             143179939          132368294  1024378806             349824816 
   23185905322    30447782710   1789039367          223765678 14229681006             145608587          136234150  1050245316             353446035 
   22808604301    30097229386   1757343405          219085079 14075908401             142449615          134427114  1037051980             346583227 
   23361541027    31166525255   1777185688          219352105 14592124760             142398928          133324831  1047889942             351396817 
   22237518166    29183769144   1731975516          216897852 13624450160             141045916          132098368  1017446055             343094890 
   23366024063    30781443484   1810307148          227989469 14363595642             149136997          136582319  1062526014             361836952 
   22692931059    30155488460   1747440285          217414734 14090631883             141980959          131984154  1026139941             347011938 
   22765023945    30134721825   1739284700          215658033 14115930332             139081177          133949080  1030641962             341473554 
   22353597457    29244942325   1766688322          219883643 13630035597             143369562          132224636  1033881934             352823045 
   22826541952    29946213225   1775129582          222612415 13968719992             145200894          135881983  1043259091             353004295 
   22817039691    30185129159   1756062739          217602495 14112450764             141245925          132929291  1034727681             347053337 
   22322675356    29336344649   1753106539          220230970 13669437936             144489863          132446861  1024971748             351306162 
   10022988489    10964852236    845955688          117388524  4917671330              75447325           72561697   520331089             173412478 
       1624504        1154369        72943              14305      378335                  4180              15502       91251                  8838 
