# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   17352006931    20485504699   1028805246          177649126  9275037905             110803251           82361738   773145428             210930752 
   22003508091    27188598139   1757770302          228045345 12584910797             147628979          136161753  1074051517             351448528 
   20305014429    25151491426   1661448857          211538385 11632022093             136191871          131719631  1007463240             328933062 
   21166800568    27601355831   1684846179          208665290 12901679416             135314815          131869380  1025282130             330207234 
   22483623623    29141979144   1834464858          227143127 13543194469             149197994          134094382  1070928667             375223272 
   21351440013    27927197809   1710713427          212212999 13029277599             139500293          127973768  1018436130             346612089 
   22296469700    29241080975   1795164177          221000444 13617164956             144836457          135982948  1065194376             358940745 
   21684169258    27594733242   1797647463          224337734 12787390770             147368730          135198608  1055589943             366846750 
   21683432255    28541994901   1742461019          213175337 13366377176             138306477          132230056  1051021670             342526887 
   21171747098    27270144500   1734234072          214157295 12725662689             138897516          137247977  1043225136             337688019 
   21527119109    27312366944   1798921908          222669566 12685818388             145874871          138266202  1057453878             358070887 
   21403874556    28180829947   1726788307          212682200 13162430445             139220025          130992165  1028707977             342481883 
   21046115646    27141555505   1728094058          213074505 12656252039             138574201          135893235  1035173327             336726809 
   21472156673    27895945636   1756776688          215614914 13034835295             139832853          139622222  1058475292             338114681 
   21129320941    27502882268   1729090902          213219012 12815007309             139334645          133960815  1026288194             340187169 
   21902997718    28275209015   1800328419          222083192 13170194963             145171389          138286161  1065220774             357277825 
   21242496573    27450211835   1742090647          215048081 12795299074             140580176          134979033  1039451471             345153687 
   21671255252    28144215452   1759321595          216182511 13164104565             140333251          138432802  1061508738             339512316 
   21399318192    27736649799   1738932700          214721102 12946890662             139744947          137569584  1045277279             338838484 
   22076303961    28241087552   1831994511          226755837 13106712323             149565887          138080974  1065145289             369432033 
   21618268520    28444225579   1734700753          213263731 13305019731             138896059          134186365  1043166754             339231601 
   21598735697    28122160164   1761048087          216509862 13138597895             140564874          138047485  1056924841             341254085 
   21614088586    28276847020   1750748096          214619071 13200121003             140486463          133442672  1037522731             345338076 
   21598324561    27961938535   1764982520          216934197 13060717699             141183811          138438729  1055216173             342761613 
   21741929643    27922430053   1790448954          221258454 13014887366             144203715          138951411  1067697507             352831674 
   21748563359    27641119213   1806124025          224429874 12817995943             146269727          140276328  1070718881             356918805 
   22209381616    29167131562   1786925863          219190197 13619871728             143876125          134768296  1058983363             355308339 
   21684540386    28660771250   1738230379          212353568 13410672740             139125394          131707666  1035307739             342187387 
   21334129786    27088471171   1785367995          220380603 12594662207             143824931          140214503  1057641758             349378003 
   21519908466    27954964615   1758526595          216256061 13055789020             140615538          137120621  1053612043             342604698 
   21872402818    28697470133   1772383007          217831714 13393043552             142443958          135840314  1056493964             350273752 
   22053354257    28728671427   1792503298          221267427 13359547449             145274325          134621942  1056232307             361318772 
   21912947932    28262142551   1799472920          222555879 13135399138             146058026          134792870  1059557493             364713764 
   22172230729    28900454300   1783719357          219300691 13489601256             142624467          137324201  1070752591             351791200 
   21663824809    28368434628   1749179866          214290936 13271389552             139770818          135655915  1048570943             340640326 
   21926242834    28638789011   1783662574          218665109 13358683263             143328119          137808036  1057944424             349857731 
   21455076476    27703815745   1762151276          216704510 12932508297             140980890          140050215  1056225019             340110080 
   21956641724    28505650752   1788897885          220284579 13291671926             144409730          137672607  1057723611             352554544 
   21457023563    25559826381   1837390263          227217872 11801142999             142434285          147621334  1133200138             363659863 
       2001371        1731375        93204              14303      372490                  4377              20904       94887                 13084 
