# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    6600974870     5599495608  6266093884           9089294          8828803             1697344736 
   23515299940    16913062553 20506865853          50499431         49255583             6815108716 
   24092520149    17533311965 21090207831          51961415         50608517             6901830587 
   23953919815    17428949272 21000985629          51840561         50480197             6860641572 
   24530092446    17804511941 21499319380          53009880         51614637             7010695111 
   23781966003    17314725049 20831112285          51359166         50004267             6799480453 
   24288317331    17685880527 21313124904          52550297         51175827             6946899485 
   23828849132    17354277360 20908348243          51530546         50185953             6831077189 
    5727105456     4055041412  4757367477           9048734          8738517             1260153822 
       3312854        2287087     2744657              2153             2056                 282788 
