# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   11475867597     7598554033  9756035240          25516149         24772099             2929518897 
   23703775081    14522704950 19203510622          57197389         55279085             5948705851 
   23696068255    14565622042 19242342307          57377082         55466172             5947585258 
   23717359055    14553713465 19251706661          57471482         55532817             5978479907 
   23744070587    14590355924 19295993709          57466965         55532592             5963091132 
   23939432911    14680579105 19447974148          58019724         56031442             6041721817 
   23758340227    14574416553 19319534959          57509212         55568853             6002117989 
   19083128148    12014339712 15544066032          43111387         41656039             4603369939 
       4149901        2859072     3457231              2784             2676                 376062 
