# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    6706214921     5748925436  6357183340           9358678          9126006             1675894582 
   23294648105    16539378795 19958414588          51464505         50291346             6368236016 
   23902664357    17084024171 20557009764          52917822         51610599             6475573291 
   23750100362    16986124622 20386648358          52572251         51318154             6414235457 
   24106522563    17189034649 20693527183          53377689         52079296             6494305808 
   24311922172    17397827451 20895587796          53908388         52602553             6559828093 
   24001206921    17215636462 20652955210          53303494         52021215             6481143870 
   23617500332    16948326301 20318159612          52412954         51175513             6368855434 
    5613529812     4006086086  4655779357           8984464          8728755             1177808054 
       3286707        2278545     2724305              2151             2074                 282307 
