# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    6738376694     5694823890  6392265542           9268564          9007902             1752382561 
   23398776815    16940982197 20418731641          50270169         49101351             6763653401 
   23910657627    17432060083 20937065908          51780580         50462425             6813444161 
   23951508670    17423880417 20951123653          51781679         50467123             6814651906 
   23965506699    17493820818 20987641668          51791608         50489581             6813391245 
   24346994108    17762581190 21311592414          52704618         51370915             6931883517 
   23721033737    17351238499 20812525577          51319805         50025367             6769885007 
   24027658397    17513848901 21036310601          52129351         50809440             6839384723 
    5960021454     4261493841  4990394869           9536428          9248195             1335198625 
       3282158        2146445     2580881              2150             2065                 286685 
