# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    4291356245     3993834199  4227809651           5997835          5849161              909056995 
   26292880816    18976253714 22860870199          54768538         53535751             7554706414 
   23614206752    17254907171 20640431051          50913299         49702715             6665241949 
   23935657790    17407765740 20888338333          51796946         50557143             6765074490 
   24352057752    17753348017 21295227947          52660168         51396991             6877564379 
   24024835436    17573302313 20993793989          51880849         50657900             6762997479 
   23869630037    17434587946 20874402323          51698764         50462630             6753355706 
   24161772564    17618875674 21117171288          52356609         51107291             6816763922 
    5814790545     4192492669  4854505456           9304702          9037238             1242311163 
       3391962        2193590     2643997              2174             2066                 293209 
