# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   16853077039    19337974152    986074156          177774350  8843543789             108114036           82764342   774356113             202006456 
   21576845741    27007762146   1644809196          219339227 12644634718             143198271          120261451   986362132             343907146 
   21827003336    26162065543   1815400783          235670126 12120985586             154532511          137663337  1048274874             380917365 
   25328873933    30777656243   2019740422          260953863 14447690991             165337475          160409343  1223752040             395616958 
   25016980393    30797655726   2004527246          258096341 14445713563             164589289          157248767  1193785528             393999568 
   23413814256    28525330893   1928715607          247865934 13304175137             159803878          148904416  1132604619             388467622 
   25250618555    31323812585   2015641483          256466670 14680580845             162703308          155516378  1203136787             397656315 
   24164338588    30277486752   1937224913          246919918 14185163334             159103388          147347131  1134524026             387572069 
   24052378350    29704509558   1953213846          249414833 13886520366             161105481          147284363  1139068412             394836602 
   24513486211    30825557482   1943270076          249723255 14444755996             161828331          146488958  1139802965             391231484 
   24772012725    31230325635   1968364304          249901774 14647574881             160314636          148822948  1153391451             392183149 
   23825836539    29687384627   1936234573          249635732 13849264288             161789409          142699068  1126172939             396702618 
   24034974792    29942090489   1931256212          247703100 14013758701             158805891          147448087  1138336979             386902456 
   24385259370    30453549222   1969273763          250952698 14253901029             161317118          146909221  1157272058             397231669 
   23606326251    29141452384   1933513937          247306523 13588009538             160181688          145933125  1124535799             392925198 
   24837431822    31114597389   1980954868          250961588 14592504608             160912374          151850771  1169731234             393046090 
   23826511708    29057859334   1939280470          249243857 13582116532             159878949          151156608  1138421615             386029080 
   24594898380    31102349204   1960955748          248312346 14572098560             159946177          146120899  1150486656             394603334 
   23376666521    28639937088   1918980782          246106984 13377781031             158718819          143624333  1119539512             390135932 
   24096813270    29568672285   1967027490          250195154 13829970381             160113601          150369342  1155617920             394507960 
   23587902683    29089844335   1935891417          248622714 13575957884             161902092          141723849  1124501084             398387964 
   24765058945    31187471432   1982575187          249542704 14641119935             159922667          146428910  1163889793             398674695 
   23271088734    29131612736   1903198130          241446141 13619827108             156906949          139432511  1103348091             389907637 
   24693838161    31122364953   1964285185          247245842 14613781636             158025881          146485202  1162796962             392388494 
   23987467979    29898161014   1936933060          248219315 13949360200             160585368          146037353  1125369225             391045506 
   23699309665    29678273613   1938526450          246810181 13866920244             160465602          141910156  1119707114             395504239 
   24336781524    30760620788   1961320033          247367690 14439262987             159268179          143848140  1146788358             395415316 
   24177409936    29923658238   1955144904          250753477 13953729703             162138625          147953108  1136385224             396414492 
   25037290472    32019687959   1968303572          247422951 15061221566             157871674          146894568  1162543199             390906702 
   23509584373    30285378672   1848052810          233912363 14217090410             151404170          135989187  1079131646             373218889 
   23776349157    29203994708   1952139202          251218552 13607584913             163839693          143796962  1123703740             401950227 
   23987580780    29912663141   1939874931          247401204 13971226382             160271210          144544721  1127653855             393694653 
   23631804176    29596736433   1923328036          244203485 13845846069             158134477          141035136  1117472873             392098839 
   24414779765    30263790573   1977164041          253168188 14148328164             163021789          148442514  1155933309             399508508 
   24787057995    30807246473   1983752607          251815180 14466223200             160032554          152037959  1177135133             391706054 
   19857817934    21583830643   1643772940          223666939  9927908682             140387219          133292244  1000796039             336555613 
