# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   16347344679    18683246763      22574984 4270708439  7790078909         10231629           95093366         26736044 
   23350793594    28100478174      30583013 6409320651 11125688500         12898939          109864505         31589799 
   23126532625    28888364179      26073546 6598542271 11313407467         11819803           92745570         31375275 
   23252831586    28963341941      25834490 6610675006 11483989871         12140186           93441617         32722071 
   22853301517    28320537978      25241923 6451783511 11134108917         11696840           89928642         31682791 
   22695149275    28126319829      26533002 6413668063 11171850076         11993419           94110654         31777546 
   23008607522    28790183799      24554520 6567937404 11363142222         11959723           89376120         32305881 
   22858078727    28460722693      26044067 6498227362 11292647935         12026706           92740088         31946602 
   22642616174    28085917734      24732079 6397038502 11164578205         11697496           88091518         31582538 
   22704574824    28555764272      23721920 6526010848 11337975828         11636045           86152524         31722034 
   22810740393    28927343187      25145024 6623292684 11360705834         11760411           89714377         31417063 
   22596886869    28008285045      24562819 6382373840 11076849331         11694475           87889779         31735789 
   22909437171    28790827595      25271552 6584815944 11379448620         11848311           90609805         32027251 
   22791452607    28489270426      24646925 6494781615 11218247729         11827481           88756264         32012145 
   22997356168    28712757601      25566293 6559782646 11394081078         11882837           91503375         31980338 
   22632939091    27784877454      24670184 6311099982 10982439154         11878728           88162702         31962247 
   23651535973    29934523404      25288058 6859106306 11830462708         12245289           92021873         33086860 
   22372359696    27579225853      24515262 6272599771 10921889354         11517010           87107395         31256645 
   22992693189    29084917230      26180807 6667416012 11580033891         12154604           93726331         32247095 
   22666899213    28051856144      24083366 6383045437 11062295336         11536788           86008362         31511092 
   22875695270    28509202625      24640976 6507116131 11308946117         11993669           89160867         32289309 
   22034452622    27369287685      24062374 6235973418 10947425686         11420528           85893406         30787936 
   22639511225    27834167044      25152570 6330246764 11159177969         11848113           90119789         32022677 
   22828344011    28518233702      25711769 6510780084 11346708495         11978271           91658241         32014068 
   22374995317    27867119541      24363566 6352286727 11077665928         11597487           87489323         31492763 
   22655308822    28149235336      24628898 6410955917 11094939187         11678163           87715128         31755936 
   23160443516    29323011378      25196271 6715069225 11591443817         11978474           90349596         32340379 
   22460924612    28023858975      23230517 6388726529 11058958634         11306808           82974851         30980974 
   22692277106    27954244715      24773898 6356083652 11082827999         11857324           88569957         32153303 
   22542680292    28257103780      26227437 6462461877 11275515213         11901481           93126196         31643214 
   22732135172    28310262261      24768650 6454082309 11183962680         11679894           88211074         31721175 
   22899456485    28655394195      24996712 6546193253 11465833987         12165537           90328146         32285992 
   23189504671    29081398061      24906638 6644691224 11526637780         11892459           89571215         32497031 
   22909597410    28261011439      24943327 6434053752 11175267606         11770303           89107814         32146806 
   23033829689    28907859844      24681033 6613060730 11449494794         11868979           88809757         31948542 
   23098630548    28742328840      23657347 6551884558 11404277143         11812585           85558427         32106295 
   22573533331    27657584698      25139572 6282764947 11002831255         11761870           89821013         32040801 
   23323740038    29197450745      25289091 6684688438 11671860328         12187068           91442129         32775390 
   23272190869    28814969836      24104549 6559385922 11364108953         11904136           87016953         32388936 
   17678512471    19316947234      27330248 4240263500  7438736669         13180587           96725117         32031316 
