# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   16523116998    19059195736 20052076437           820960          10480615         10459951            12785343295 
   22964101057    27059758487 28284797348           994790          13675075         13479904            19368784581 
   23833928976    29561872981 30800794457           992760          15457575         15211734            22104100612 
   22790050621    27786630761 28942290227           884141          14549544         14328667            20173135535 
   23358576226    28840662914 30052699328           977821          14880757         14640510            21558618320 
   23217719764    28660075139 29839757807           911797          15196151         14966363            21074540594 
   22870316801    28782342185 29926290873           899481          14229016         14012114            21443619742 
   23082627389    28764592824 29921665039           897594          14406961         14187644            21234218228 
   23254564147    28853404117 30061121538           972132          14608882         14368416            21321789446 
   23085484597    29004262282 30139158609           903429          14270117         14063488            21648925569 
   23277419932    29288380550 30430887607           892390          14386796         14160346            21979217179 
   22821386364    28335355383 29437670632           856806          13774731         13581066            20975248007 
   23300651635    28722423463 29888813637           915979          15085292         14855528            21157696609 
   23631320731    29220698992 30433471247           972900          15502011         15241227            21747809480 
   22481869175    27565097191 28667407497           837252          14086648         13898798            19936798006 
   23677199894    30078598925 31229941495           923785          14540096         14322474            22811845273 
   23594849586    29727890373 30897881130           936409          14680557         14450107            22378292557 
   23249628894    28860439379 30006315909           890291          14534830         14320931            21315073346 
   23041699009    28663150814 29791370004           879755          13700484         13509989            21087308718 
   23975460573    30114007636 31297913910           948985          15773958         15544897            22677676214 
   23245490741    28918973811 30112938557           955316          14875849         14633014            21535295408 
   22681570573    28248318181 29384470788           886223          14279633         14059314            20880814768 
   23559532826    29220108589 30408029761           931543          15086950         14844238            21669290218 
   22922919369    28280708790 29413618847           895846          14023759         13819116            20735423259 
   22789782744    28211563645 29340481619           883821          14264971         14053655            20780606248 
   23474178833    29146741164 30323915912           934528          14816405         14583278            21661048514 
   22983591545    28393366681 29522513803           883461          14304067         14109836            20879582560 
   23680928356    29852874813 31026923590           939869          15413487         15174635            22538445153 
   21945110324    27140481852 28203226665           793168          13352625         13170140            19703740184 
   22904041611    28733779218 29866682902           903997          14370781         14158017            21356203630 
   23893651080    30253859071 31437900551           960520          14825843         14587335            22888602901 
   22990681128    28923841439 30067077484           917944          14150462         13934646            21631152352 
   23057260721    28469271370 29600753714           870151          14797515         14582822            20915070039 
   22723178369    28575847748 29693597638           881498          13747512         13538432            21287827786 
   23189908104    28930412781 30062526467           884060          14773861         14563110            21482118144 
   23530878382    29125884779 30307006883           937103          15436681         15186398            21738848831 
   23831268939    29730962843 30924139844           936794          15547377         15302981            22173035527 
   22885550945    28276211349 29394019677           860489          14295906         14088653            20715755376 
   21940905900    25273044428 26572710122          1025590          19294716         18994226            17795320079 
    1870469826     1325572487  1522527955           124296           3706964          3657465              342946274 
