# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   16444505467    19014721337 20009592689           850295          11049153         11019365            12950610245 
   23514963617    28308068520 29583693414          1068417          14297219         14057934            20825866076 
   23212486000    29447329892 30632235175           935198          14927396         14679172            22101330243 
   23776600726    29980293246 31172064149           923239          15480484         15238082            22406945862 
   23235449711    29577111024 30713989927           886140          14922430         14690707            22340427366 
   23794777114    30287846661 31455333962           915750          15139822         14916062            22812952399 
   23216509288    29283513732 30418986207           855863          14444006         14227730            21647102519 
   23864528306    30280196458 31442245663           935011          14847381         14626825            22878621036 
   23134862532    29414577782 30568847769           931095          13751212         13524682            22259831155 
   23552437989    29321733482 30504550916           944631          14642899         14414497            21699794034 
   23609934340    29664700288 30821362171           903138          14420779         14188804            22186189173 
   23488512260    29295246220 30430332557           889626          14224083         14027715            21729733616 
   23206397038    29150173151 30271926541           892924          13504128         13312769            21729567501 
   23612531729    30019777217 31175677685           917377          14469714         14258711            22552125165 
   23330859625    29266772703 30423610303           915137          14137881         13925088            21730777506 
   24020407403    30431934850 31632468448           981253          14971879         14726558            23128109134 
   23299315029    29456607131 30545658343           844961          13511307         13326213            22015169114 
   23599948755    29541771082 30708497564           929444          14716321         14493036            22002149542 
   22982280973    28875451665 29970988760           837221          13263981         13094818            21329827314 
   24537348558    30925989265 32130751307           964112          15751900         15521803            23471736248 
   23452412589    29556273732 30697718028           882676          14437794         14223816            21957415415 
   24091522741    30750337371 31898138148           903978          14901489         14694657            23204708998 
   22996831574    28719826696 29801602076           807551          13845147         13662984            21235357565 
   23448013480    29473091467 30637829497           924637          14752450         14531576            22160544645 
   23161285982    28937306105 30035175036           834822          14324103         14128773            21391572251 
   23167630243    28970103874 30124262008           922134          14709812         14486361            21635955685 
   23032330853    28489079684 29634826504           871644          14463188         14250573            20954443108 
   24253848343    30989017556 32144598993           908797          15613583         15393086            23633827516 
   23068202551    28548837349 29655940936           824467          13541351         13357078            20695422974 
   22918121045    28822854768 29894504350           818591          13350933         13175059            21423291448 
   23720862873    29998661242 31114883480           890862          14088280         13901254            22640217258 
   23693064079    30053975105 31148250498           874322          13459576         13274786            22652701247 
   23792072368    29489077696 30679080734           946019          14826190         14589774            21925709704 
   22854061790    28359269557 29439752958           816040          12838540         12675419            20633516843 
   23478200916    29511717088 30610073684           854052          13965689         13780015            22106949256 
   23671465114    29598528848 30740728654           898823          14821610         14647725            22204995081 
   23326688712    29206452992 30345266419           876928          14839248         14596290            21574834698 
   23732407599    30171820449 31329724878           911766          14844236         14609881            22904596554 
   16314291186    17564011466 18623901893           816252          16786614         16557307            11275915697 
       2648802        1534193     2058145              174              3062             3021                 369011 
