# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   16592808527    18719023338    954104750          174398998  8642978102             105171513           82957845   788922648             193215135 
   21159535659    25881122594   1635785886          220325678 12138722239             143212794          126371453  1003147058             337295304 
   21328794232    25370142378   1805500282          233001118 11786757351             151774814          140070376  1062510531             374026464 
   22225792190    27171878325   1827524883          233617036 12723144309             149785254          141978076  1103533427             369226459 
   22163371784    26639036132   1802832574          229097056 12588694811             142192994          158874536  1156417575             332141041 
   21757649093    26379070272   1787452939          227871935 12368131181             145304815          147785280  1102946600             347986262 
   21166737923    25668957828   1772897774          223029821 12041712198             142488661          148648736  1087906514             342302746 
   21341323559    26590868437   1766639698          220457423 12528762984             141300776          146263398  1082095410             339179320 
   21361449902    26908895908   1753218817          219653859 12665360038             141098671          143574705  1072479969             339753369 
   21057909775    25476949954   1776898030          223918760 11955955340             143148411          148584670  1086907536             342428596 
   22248156904    27306205124   1867948394          235003960 12780234424             152211766          149312308  1119030102             371986369 
   21569636352    26675124726   1787930099          222729385 12588059245             141750786          149998584  1106605909             339608052 
   20860290576    25686074774   1745288501          218567005 12083021436             139353636          146587780  1074388794             334457846 
   21019401661    25790531002   1776725729          223895491 12081967899             144194954          144211468  1073825452             349451330 
   21451308927    26738638312   1779547680          222322686 12591269508             142262413          146947654  1092082600             341782643 
   21894973332    27084111814   1831742574          231224277 12688328072             150102403          145361145  1097325440             366286602 
   21091637365    26520618647   1720744406          214802593 12534433457             136655505          144380376  1075250311             326273663 
   21419438706    25991947956   1804891167          227492768 12184836946             145716436          149276582  1099997580             351697156 
   21365814139    26203161567   1794279448          225741750 12300528817             145283718          147161815  1087304978             351344231 
   21332758447    26390215837   1770870792          221719723 12424255994             141762555          148642232  1091960342             339250698 
   21731962949    27064457644   1803513046          225919304 12714542373             145330628          147769909  1098585462             351304493 
   21238133724    26303354242   1773540100          221760081 12365752352             142106822          146522850  1082384372             342080585 
   21449448300    26624525081   1784467324          222784606 12525696851             142849990          146175307  1090167024             346525666 
   21207675942    25956378703   1784071827          224698766 12169514347             144705409          145069263  1078396965             349741627 
   21897831384    27088763273   1808868765          227493162 12745771299             145632182          147176313  1108281574             353177470 
   21215819396    26154564962   1777246000          222540838 12275346869             143063763          145549965  1077036415             346432573 
   21222444454    26015890590   1786082903          224568939 12198503768             144270775          146318248  1085223620             349142634 
   21415850867    26370972133   1785266967          223729139 12398576665             143254742          147246587  1090385228             345832006 
   21213640185    26508079631   1752086135          219611706 12489736310             140114097          145746260  1084613537             335716270 
   21926471119    27509569274   1802129708          225539027 12936901182             145354330          145815502  1096481609             352543034 
   21346789820    26310337947   1782096504          223798336 12365508041             143786007          145898132  1086076220             348096437 
   22119646137    27311522410   1851816431          232855474 12811881393             150294513          147900278  1116267011             366495899 
   20743885971    25663362504   1731271386          216202046 12081045595             138473887          144154845  1062991539             333044764 
   21057078341    25625559646   1767634211          221881855 12052612581             141350121          148606263  1089720578             337362396 
   21200319490    25924603148   1775118872          223217625 12188724092             142973559          146118917  1088053634             345747594 
   21151749934    25939980323   1783821683          224571903 12167931488             144362068          145117936  1080955071             349595781 
   21383174631    26232020037   1793743996          224515527 12340025603             143809695          148959879  1098416756             346670939 
   21886515030    27445444430   1802770915          225259154 12906719726             144519375          148986299  1102307535             346486465 
   21188674392    26015511770   1775395097          223527023 12207242248             143966100          143525524  1073544389             350144934 
   21466926755    26456706921   1795779648          226124603 12410583655             145289391          147308298  1092416290             348609376 
    7269078419     6206512479    674839874           87647864  2875441303              49721999           62810227   457825153             135279420 
