# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   16844028574    19088311924    995312214          178114900  8842517705             108013222           86458365   813194576             200066118 
   22989940871    26739075203   1822470370          243860115 12509840126             156628337          145286286  1117485115             369233428 
   24668133818    30542595199   1879916676          247962013 14451235946             157859953          154613169  1163114936             364512412 
   22228427016    27432745086   1791245879          233374288 12846077858             150543331          143778683  1069669404             356730283 
   23903683351    30030091892   1893022066          240392084 14143484599             152956965          151311754  1140113447             368958143 
   23781032156    30020472425   1868512519          237328005 14133423586             151893388          149492446  1122753633             365500313 
   23403336784    29322861926   1837480628          235709579 13788135463             150327261          150310462  1105698168             357570270 
   23011450706    28810904244   1827690890          234346556 13552333881             149728667          148789113  1098071811             356173230 
   23071748647    29440165371   1821523515          231040152 13839678710             148491938          143217501  1086745543             360402838 
   22692649223    28394901519   1815571297          232106500 13339647437             148647113          146351559  1092705192             357556986 
   22746026457    28585952316   1832949881          232737782 13419693804             150470847          143537508  1085759544             363998764 
   23398175732    28993960360   1881147619          237780273 13640367772             151218713          149955131  1127759411             367389615 
   22968134874    28874330220   1829020232          232875765 13564727248             149203187          145955437  1093736702             360168912 
   22811455821    28209704081   1856024087          237475588 13210468096             153452931          144634072  1101887239             372673165 
   23725307514    29561610614   1892554940          241632406 13879761437             155443492          150918233  1131821151             372148958 
   23720817843    30012019897   1861808218          235447482 14145502241             149749149          149630394  1117879522             360300290 
   23743366451    29804336833   1883685054          239354932 14007016329             153614913          147843964  1122164747             370995257 
   23119566565    28530628095   1873213795          238239672 13383546898             152269712          150329946  1119447772             367870451 
   24161852891    30428127292   1897376035          240854204 14331930578             153691044          152515711  1138841009             369075671 
   23301009659    28900701467   1874413255          238265572 13565536328             152865370          147332460  1116011216             371113444 
   23092913089    28620872257   1866618802          238603710 13397209848             153670259          147086582  1106194337             371603247 
   23586530672    29636056145   1887668176          238437076 13928330687             152801657          147054530  1123320691             373089544 
   23526616684    29785612049   1861536221          235327658 14020490164             151076859          144731471  1112854072             367794182 
   23047159112    28677705863   1865905695          238053413 13430628080             153913874          145228469  1101150370             371538730 
   23253958125    28959850231   1884961225          239681710 13582753758             154400488          147224001  1120853382             376027802 
   23186359341    28646518214   1888789260          239850339 13420004191             154979939          146531186  1114342448             376168143 
   25122841530    31556622049   1959177191          246007708 14887964210             155223703          155341581  1183083700             378240718 
   23983403212    29626854963   1930856137          247256048 13886430369             158766838          154541829  1150076634             379614656 
   23376322447    29168180367   1877443671          238513863 13679490034             153625555          147220866  1112707080             371907908 
   23783165807    29562919289   1919403546          243115581 13892399680             155554829          148319717  1143398186             379366584 
   23036354994    28252504884   1881681852          242529224 13197647473             156172331          148667554  1115520982             376153686 
   24554128913    31462629136   1916868742          239678165 14842254806             153212220          147903827  1148726217             375506878 
   22955387930    28812973591   1848702705          234521885 13512803726             151031156          142938306  1094534078             367485185 
   23555174752    29180296391   1902166116          241856086 13700616981             155410721          148100662  1129599965             377271205 
   23372337263    28856038179   1890785452          240103347 13534678408             154160398          149937270  1129380709             373143072 
   23243051811    28592146663   1887149845          241675825 13393660525             155264154          149803884  1122027915             372386823 
   23928852906    29620915662   1927122963          244927382 13919283656             155729756          149134264  1152582143             380032504 
   22425670441    28053732040   1800984457          231187195 13147643028             149531495          139090145  1066860869             362813190 
    7342301144     6133853514    649785260           93659684  2731349872              57567475           59875202   422088778             138288507 
       2199967        1312153       101962              22091      531613                  7094              21531      134701                 13241 
