# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   16690255138    19652227154    968225764          172773561  9178638048             104748917           88840663   807355011             187928936 
   21965452986    26914539280   1697339613          227081161 12630574146             147484412          131642175  1046142179             350636422 
   23782728204    28884808450   1863147538          246610723 13630521396             157316245          149477554  1158339815             371011865 
   23360452723    29803078010   1800478881          232059407 14078312910             147771038          147231387  1105466805             350713481 
   23128990173    29393594904   1807706017          231780862 13878568647             147734136          147125076  1104131491             352855139 
   22783196262    28878853207   1805959877          233752658 13567539899             151439585          143445583  1084129992             360789971 
   22904391056    29601740328   1789122422          227380859 13980974155             145575002          141443517  1084114601             352521401 
   23277556610    28897098586   1845478610          240549845 13553696656             153473465          153193411  1123030888             360754985 
   23413170414    30080461801   1824138320          232190431 14214486615             148201973          147289257  1111319188             353645724 
   23869558848    30340591317   1861385505          237914463 14296142364             151620068          151370339  1131572430             362816560 
   23760184013    30485017593   1832147418          234708631 14385076701             149500654          150077530  1117562310             355655892 
   23216838354    29449974608   1830531482          235411861 13836931147             151328964          147544586  1102255836             361116012 
   23606570408    30213149398   1830820680          235279646 14227926386             151192579          147589146  1108071698             359539236 
   23595427544    30278286370   1839009888          233269203 14299413710             148446483          148016762  1116926917             357843346 
   23470323429    29612074744   1839796470          236356562 13925673710             151423538          148494123  1113708493             362194722 
   23197736952    29526429356   1820784075          232235083 13927579093             148698815          145050809  1097349757             358128549 
   23175919809    29198226877   1845828762          236639688 13723445147             152044070          147100788  1110932462             366033702 
   23073462183    29552038657   1815167045          230398840 13929854510             147893902          144858348  1099258423             356243578 
   23568855288    30099525557   1822952147          232645404 14219464869             147878433          149721277  1114055998             351563806 
   23069622323    29190670741   1822077653          233560553 13739401619             149437198          147113338  1099686125             358170121 
   23518712407    29484923940   1856045015          237884772 13880209894             151901179          153647748  1127121951             360069252 
   23085253019    29076197632   1836339336          236246822 13645450195             152710241          146293080  1102915496             366118213 
   23435282579    30138509320   1831838296          230665814 14247012125             147086309          143095334  1110367466             360410286 
   23630778493    30081230144   1854052757          237503394 14161897935             152316448          147226160  1122422216             364602726 
   23364591693    30119093527   1821803580          233421392 14172207051             150100108          145731672  1102553626             357921811 
   23893195541    30486511747   1849115209          236054583 14366448860             150382575          149965155  1124325329             359568071 
   23230318042    29684403902   1831006924          233967730 13982172577             150637030          144213626  1099863035             361650010 
   23258839590    29355300181   1834458383          235083512 13815465632             150305384          147857352  1109321122             360020389 
   22751537013    28725488581   1815400484          233465414 13470259542             151012200          142806528  1085052423             362812369 
   23616264797    29964623640   1855193195          236284913 14143195394             150434377          148802655  1132075665             361738923 
   23460362254    29477857590   1848187514          237793717 13879096793             152024249          149101819  1121160191             362106066 
   23278754620    29538012632   1856708065          235457685 13912757725             151598081          145887278  1116692639             367544019 
   23071146607    29345864743   1818348710          232351626 13818279214             148804454          144672967  1097623556             358332935 
   23152193708    29169627181   1843315698          236169819 13723648787             151648008          143661830  1111735784             367347324 
   23976863918    30275528239   1860994582          240520732 14276138425             152600658          152890169  1137361386             360180934 
   22824420036    29156893434   1797099097          229174570 13729127494             147504361          142563542  1082650427             354988271 
   23128770035    29096244164   1841337234          235545768 13699252703             150740626          149062661  1121621545             360132542 
   23595421309    29868145246   1844193324          235588692 14074174722             149997619          149452267  1120139868             360137781 
   22607553053    28385414561   1814249182          233201007 13323646859             150222941          144491564  1094059899             360934699 
   10793236253    11019866904    866231754          129082833  5048855285              80594852           77915247   572786302             175081949 
       2310770        1468770       120763              21919      546837                  6896              25469      136114                 16637 
