# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   17033401369    19785411930 20609986289             4350                 0            25831                  16038 
   23981329161    29192013244 30348233393             2629                 0            33434                   5628 
   25401339376    33050666067 34176808732             2495                 2            31984                   4158 
   23410314908    30352925810 31390278398             2244                 0            26975                   4021 
   24022812850    31292738440 32339165726             1929                 0            24632                   2904 
   24149563890    32045922702 33059407125             1983                 0            23884                   3253 
   24651204755    32553455417 33646741853             2145                 1            27974                   5027 
   23933123321    31928495948 32943710452             2122                 0            25467                   3472 
   23702018848    31341556413 32364472045             1853                 1            24767                   3322 
   24298164928    32213304045 33256850936             2218                 1            25324                   3457 
   23971422749    31430869834 32509800645             2033                 0            26795                   3290 
   23315904849    30459622258 31505892340             2002                 0            26474                   4337 
   24607159596    32711544006 33786756118             2211                 0            28237                   3974 
   22864443320    29572081431 30562163288             1836                 0            21734                   2832 
   24487697217    32261432672 33330394025             2007                 0            26472                   4459 
   23974648870    31717489231 32740082076             1883                 1            24173                   3846 
   24363847984    32865239996 33872420833             1976                 0            24763                   3387 
   23645736087    31126792622 32173580638             1996                 0            26194                   3328 
   24008983271    31725541011 32735115189             1936                 0            23183                   4654 
   24044480248    31807023356 32787368524             1745                 0            21378                   3836 
   23325518134    30517608096 31531718069             2000                 2            23300                   2772 
   25115840920    33601270118 34641972371             1871                 0            25500                   3276 
   23842272822    31231644769 32265379256             1929                 0            25079                   3342 
   24796728612    32962721780 34007145691             2018                 0            26418                   3105 
   23852185819    31525826302 32558255982             1992                 0            25196                   3134 
   24020808110    32154829724 33153492899             1756                 0            22881                   4038 
   22890123296    29597335840 30578011871             1688                 1            20874                   3040 
   25005537178    33385901735 34453693522             2030                 0            27755                   5778 
   23383501397    30871054057 31858835721             1902                 0            23326                   3595 
   24015978243    31951704224 32971232427             1828                 0            24109                   3169 
   23899961690    31580186316 32578008143             1984                 0            23766                   3586 
   22923103886    30213430452 31173707164             1776                 0            21945                   3762 
   24217048614    31964030043 32988082736             1941                 1            25111                   8841 
   23348722908    30404559467 31423885409             1757                 1            22913                   3389 
   24576695529    32206170721 33302806549             2150                 1            29141                   3827 
   24174510739    32541417181 33498382078             1673                 0            21533                   3043 
   24206424095    31216212462 32325604126             2089                 0            29064                   3558 
    2946893455     2298943897  2583687287              569                 1            11120                    746 
