# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   18137105913    21481671741 22323400547             3511                 0            22087                   5261 
   21749308713    27863947647 28811507224             2975                 0            26838                   4460 
   20108635602    25930834726 26875036104             3779                 1            32399                   5794 
   21694242395    28156266923 29130659202             2909                 0            29713                   4932 
   21173474280    27701053553 28677941168             3499                 0            31910                   5440 
   21965234391    28047947497 29065271172             3162                 0            30737                   5351 
   21687645308    28477147374 29430631575             2863                 0            29403                   5354 
   21984386490    28665250526 29664523534             3173                 1            31189                   5636 
   21410976933    27743534415 28774315514             3734                 0            34789                   6910 
   21687334893    28369515041 29354541944             2851                 0            30728                   5318 
   22110101797    29247544886 30252691373             3272                 0            31981                   5498 
   21622419913    28476030063 29488248065             3129                 1            33743                   5748 
   21613022738    28340326069 29365489561             3211                 0            33947                   5144 
   21787273704    28326016303 29327723323             3281                 0            31531                   5269 
   22162933031    28562518759 29531780517             2761                 0            25987                   4587 
   22002665780    29339591712 30338064142             3083                 0            33600                   6185 
   21782609067    28594659295 29624182211             3173                 0            34471                   6265 
   21999137015    28493748329 29478987539             2800                 0            28825                   5898 
   22030306501    28866115217 29862646770             3084                 0            32117                   5548 
   21815231403    28395439356 29390121916             2905                 0            31342                   5640 
   21708555311    27409375439 28428378801             2980                 1            29816                   5181 
   21831634219    28292922245 29317230993             3183                 0            34330                   5734 
   22082875197    29222635428 30197148585             3961                 0            31358                   5618 
   21971757649    28848855838 29867747401             2940                 0            32184                   5448 
   21889441352    29095933598 30068144003             2804                 0            30794                   5430 
   21805509633    28141298175 29149348446             3329                 0            32630                   6455 
   21736184863    28261773923 29240002152             3239                 0            31270                   6279 
   21792365492    28218407878 29209864650             2837                 0            29502                   4654 
   22094949803    28632170685 29649964898             3079                 0            30910                   4738 
   22024691836    29261526173 30278827902             3145                 0            33979                   5683 
   21993738133    28556659226 29561103286             3000                 0            30597                   5355 
   22323843489    29365120503 30359059841             3001                 0            31084                   5303 
   21610273802    27277352623 28275885982             2904                 0            29433                   5683 
   21912711191    28859094660 29869597168             3160                 0            34869                   6106 
   21722062643    28295140508 29287207551             3192                 0            31101                   5292 
   22061039199    28933342203 29911050972             2965                 0            29672                   5893 
   21944743857    28570926454 29578999417             3079                 0            32230                   5660 
   21989332087    28215291749 29205690344             3037                 2            28224                   6117 
   21905390161    27599582712 28746705788             3137                 0            45874                   6065 
    1197963339      923892483  1038293569              265                 0             6273                    494 
