# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   17231105623    20300475918      17587090 4707976335  8397161018          8344535           79819468         23212366 
   20387309160    25231022633      19553206 5773189456  9909974393          8903215           70256124         23946573 
   20109666988    24665335610      23074303 5617657435 10027174483          8685067           80539767         24468276 
   20418523664    24511547969      23428068 5559890872 10005441182          8697223           81536350         25058339 
   20692618193    25874339242      23601213 5918415846 10565711486          9315961           83175537         25370950 
   20859742605    26463000691      23747726 6073555722 10681334407          9233873           82102754         25394122 
   20869621082    25951913713      23996369 5928746167 10564882369          9249342           83158715         25691438 
   20988591320    26608102278      23770011 6101440078 10706148063          9196863           82660579         25511676 
   20934214551    26484539307      22746121 6072446587 10648379081          9100346           79395496         25416280 
   21348758628    27086367382      22624966 6214242871 10912024020          9341619           80235520         25889044 
   22126394456    29066470585      20882002 6723590390 11544122954          9413232           76141661         26228629 
   22007212601    28017198126      20666030 6430775830 11242626105          9318599           75127973         26470173 
   22291340012    28268032033      18881967 6481152611 11332304017          8900622           68703911         26552531 
   21646703664    27545748562      21949724 6324129215 11091989691          9624769           79661386         26181210 
   21489130178    26923958686      23687500 6168875400 10854629902          9338635           82165489         26214810 
   21021788166    26623358046      23662096 6109772922 10794048142          9393402           82888684         25617920 
   21636632943    26912309713      22459343 6147577013 10935353322          9311626           79117341         26467140 
   21594865977    27551686617      20110100 6324091982 11084033073          9090661           72238430         25918368 
   21305237481    27035345095      22064759 6203655596 10869995175          9108447           77684435         25645613 
   21513280382    26903525225      24018028 6158504098 10912726527          9506500           83567406         26363274 
   21584058593    27443192664      23658258 6309186220 11088481314          9547750           82582234         26184128 
   21259758516    26511656394      25408141 6068740607 10792391072          9559834           87074293         26195260 
   21734623478    27014707298      24644375 6181189958 10855341825          9395643           84504517         26377586 
   22076003326    28044176754      21573593 6436930411 11295251644          9257115           76731593         26565440 
   20841422329    26332360536      23528603 6040862042 10646557157          9419280           82429332         25679011 
   21445183546    26999262684      23098593 6184850124 10908058778          9333163           80780707         26125878 
   21504981706    27367363462      23902559 6291005747 11041665753          9526132           83601849         26054990 
   22206337364    27698813683      19335445 6325970695 11168646502          9027118           70327581         26836402 
   22430785934    28515593072      22281233 6563573621 11544428681          9901221           80816380         27284591 
   21961703004    28397243619      20865190 6551495119 11323730984          9438920           75695732         26209050 
   21557683554    27153789136      23216813 6229592549 10984034768          9412169           81170571         26220613 
   21272653120    26782718849      23415776 6137427167 10710569711          9048089           80538360         25563176 
   21806517943    27543760187      22406596 6318913368 11119741508          9405763           79112185         26272795 
   21524706559    26999277347      21980797 6176176690 10935185453          9272387           77702648         26162648 
   21676936981    27445001869      23278924 6299165745 11069048581          9477439           81701019         26252756 
   21716937440    27162148124      22309598 6216506915 10995469822          9384119           78669904         26356366 
   21950780224    28283098956      23586064 6518065043 11380089897          9707981           82873533         26493597 
   21932752492    28054851986      21164032 6449058872 11250019732          9258964           75613790         26301659 
   21815768120    28058434709      22627183 6459155079 11183251267          9383088           79666090         26195566 
   14917971999    15832738873      25106129 3518992922  6260729032         10308908           86697263         24779815 
