# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   16908951111    19891500593      16710706 4603129401  8178417622          7992572           76956357         23087021 
   23904176611    29700928065      22384279 6841203354 11671083383         10236094           82565721         27787184 
   23790358575    30571380861      20501867 7070260215 11965168979          9528765           74244376         27764486 
   23767033959    30188719578      19971795 6949888382 11851503456          9594078           72168270         28149833 
   23893830989    31206642183      19186631 7233261432 12258589603          9489548           70198048         27797570 
   22816927423    28920860196      18341656 6637790235 11381517509          8967032           66147800         26960711 
   22562113079    28080771659      17823080 6430933411 11064822640          8868745           65331711         27109134 
   23840973084    30798224993      18140038 7113178111 12359462149          9398509           68055698         28360528 
   23889397001    30646244712      19374770 7084118160 12216814222          9561772           71297952         28643123 
   23180276572    28801748163      19322679 6601152508 11417711939          9343753           69746664         28023668 
   23307096329    29363610072      20772975 6761597931 11707535965          9626379           74696620         28351609 
   23550500110    29451238729      20000111 6768150237 11754175373          9456540           72029914         28387462 
   23661103470    30045495365      19049391 6920337451 12000262048          9562451           69932765         28517802 
   24086492868    30765268099      19729691 7112883622 12221311750          9721072           71609269         28829259 
   23560496048    30094503381      18725111 6941293306 11825755673          9411724           68495203         28045581 
   23466895072    29755188564      19008738 6867080980 11718890279          9218359           68926834         28113752 
   23585341550    30136162414      19196048 6948610452 11890074312          9460433           69807647         28265556 
   23545976730    30299832036      19414204 7010138183 11952194905          9527870           70326370         28075506 
   24059522149    31429643805      19232095 7295028679 12361738627          9562535           70036861         28316493 
   23455443014    30126922358      18382939 6958057984 11750605190          9010762           66198884         27477472 
   24084505436    31015778606      20025542 7180375492 12217213392          9682884           72626796         28727137 
   23104434364    29361089796      18138791 6744665502 11465168335          9030791           65750078         27311414 
   23556632367    30975324770      16991336 7178909882 12191292111          9075193           63293905         27515328 
   23658361045    30294753445      18357911 6983670948 11952269020          9225906           66723355         28035267 
   22728061835    29044262997      16177494 6673757473 11357708900          8530659           58928556         26691524 
   24734348095    32335632856      19857016 7509375152 12808231858          9906403           73278080         29212299 
   23811406797    30515963221      19989187 7051406829 11885885649          9318001           71230787         27947621 
   23774213256    30349831254      20148054 7013636503 11919351772          9582900           72498006         28524359 
   22878587555    28933853774      18720544 6653587900 11453052966          9109767           67982676         27318174 
   23590673835    29763020972      18816961 6841784870 11888435452          9535085           68748155         28446268 
   24115871533    31313224800      19024639 7252900319 12389900333          9607111           69907034         28550672 
   23825847289    30640467423      18747694 7081412692 12013360625          9363863           67996806         28067697 
   24369303199    31835212023      19659203 7389640930 12466545973          9599251           71069609         28430438 
   23552727246    30162280331      19246214 6966366347 11849437672          9313770           69311115         27748157 
   23931484021    30800570346      19658752 7126558632 12107446056          9738119           71791080         28636357 
   23208115859    29348630233      19292442 6753242096 11659872327          9238615           69782086         27805701 
   23793096413    30362461936      19132794 7001149834 11941138561          9482524           69063852         28061832 
   12001667983    12924664355      15366525 2878982464  4955272608          7970233           54800275         19642920 
