# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   17405532479    20624441198      17229441 4786701910  8505721679          8212393           78410173         23607254 
   22603620031    27782625851      20970949 6380425822 10997932890          9668185           76108686         26420061 
   23306216226    29549191582      19431041 6804848416 11610930145          9191540           71302584         26893685 
   23415121180    30367217128      18943569 7029008563 11829302620          9046517           68447988         27304141 
   23159901831    30030779340      20431972 6959409555 11682323699          9363106           73260386         27386322 
   22376607669    28939666139      19046618 6686296022 11376776422          9052103           68607582         26400781 
   23277235601    29835650431      19597381 6903035070 11797748910          9295087           71038783         27721701 
   22817247356    29246150715      19463983 6758217909 11467858702          9062773           69541243         27004162 
   23254149984    29821602743      19970629 6902002387 11681855528          9379973           71485031         27613854 
   22629374820    29074562017      18934062 6712266133 11374059273          8958728           67994302         26659718 
   23236125539    30096733498      19405572 6968759017 11805502716          9209459           69839657         27498055 
   22427932464    28738824802      18640411 6630259523 11262910513          8872703           66668107         26242952 
   22515783862    29157452648      17619951 6731643724 11403406334          8713078           63582353         26243405 
   23202774776    30407654768      19225169 7062109626 11966177730          9229542           69834732         27144750 
   22711276477    29342311040      18905912 6778760378 11451611770          8936552           67709177         26673896 
   22753944323    29350259026      19571554 6800521761 11462452712          9075143           69854357         26881745 
   23037082491    29474580490      19198164 6801623896 11547385478          9092207           69123732         27199781 
   22801680593    29150631086      19246584 6726574463 11490349842          9095204           68805056         26942444 
   22638204719    29067922752      19144460 6723865172 11517424934          9111230           68903173         26895799 
   22670658206    29085082049      19147141 6722102339 11398058568          9033149           68580189         26830084 
   22802375682    29752020548      19986438 6896181696 11574863868          9117763           71264022         26758227 
   23096588877    29954983697      18700028 6935156623 11746484049          9164412           68272896         27163264 
   22927715653    29408246620      18392719 6788675867 11586644224          9065284           66711209         27283887 
   22763396789    29414380037      18702741 6797167195 11485224865          8853257           66655347         26654581 
   22928269974    29543000531      19074452 6831935804 11618794476          9113280           68603865         27037464 
   22697068674    29460207973      18256582 6812588327 11490661211          8701500           65098227         26362302 
   22966499387    29272197520      18151801 6751852526 11550065570          9130153           66246946         27253077 
   23711880550    30575852283      20309865 7088741240 12048333498          9655802           73521913         28366668 
   22690048534    29238404131      18959975 6757551549 11442209725          9027360           67914818         26587077 
   22968412228    29410724562      20300376 6794681511 11602783674          9300921           72105866         27166789 
   22969393752    29428544976      19677179 6795466886 11509087188          9134425           70040652         27083702 
   22864157963    29411662964      18275835 6792883694 11596240996          8927381           66046005         26794263 
   22904392064    29221396255      18788480 6746328285 11544103470          9180765           67623169         27364820 
   22770132940    29460287514      19350526 6813661353 11575211748          9139748           69815366         26971923 
   23368226950    30323634973      20046556 7032132280 11843384296          9384519           72148684         27693628 
   22893311220    29222375589      20008373 6752419838 11521565581          9274962           71687660         27418270 
   22799796023    28882822860      18584291 6640576198 11357686813          9034348           67191968         27110365 
   22974623142    29690142676      18801376 6864391655 11717108063          9016348           67662545         26907306 
   21395991736    25793875147      21422900 5880959898 10021256068         10835981           77128130         28872896 
    1881252016     1322021978       3908662  252303576   445561573          1730433           13305609          4196386 
