# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   17342780150    20284533795 21161409630            19168                 0            45805                  14225 
   22338489860    27362205791 28394322326            16212                 0            50865                   6062 
   23858437388    30289598671 31351711560            17657                 0            51709                   5317 
   23287228368    29993816470 31017743269            15933                 0            50522                   5475 
   22990687668    29844858416 30837722998            15586                 0            49168                   4454 
   22568025649    28884541096 29878831607            15373                 0            48488                   4731 
   23103518935    30196211995 31136243583            13619                 1            43086                   4760 
   22884606272    29042291808 30058538874            16308                 0            48752                   5171 
   22699023166    28611955852 29590998122            15233                 0            46110                   5016 
   23227487220    29451594703 30459716292            14841                 0            46106                   4878 
   23803994551    30625437430 31653142370            16262                 0            50828                   5404 
   23212763900    29505042001 30523835962            16110                 0            50820                   5124 
   23332076092    29834847952 30857020357            15078                 0            48226                   4948 
   22916241476    29181018718 30192918107            14954                 0            47201                   4344 
   22937510002    29156886481 30173125768            15515                 0            49512                   4844 
   23575677984    30605616308 31607254503            15824                 0            49065                   6108 
   23474487806    29814953657 30870925527            15252                 0            50258                   5160 
   23616103917    29861370938 30903207576            15411                 1            49020                   5972 
   22180573642    28171811165 29090255821            12999                 0            40152                   4192 
   24177859067    30772943958 31822330821            16983                 0            52038                   4911 
   22798417097    29250131592 30235622856            15418                 0            48136                   5061 
   22587218203    28699939525 29683337782            15562                 0            46774                   4827 
   24022616192    31382455324 32377862576            15935                 0            48906                   4971 
   23023435554    29514087066 30505179773            15258                 0            46765                   5215 
   23415760091    30030618773 31051546121            16364                 1            50106                   4493 
   24035686043    31121385546 32144127758            16544                 0            48820                   5005 
   23157969232    29585404556 30588100991            14773                 0            46158                   5026 
   23032253168    29257444131 30254662053            15049                 0            46699                   5327 
   22134015430    28104810675 29022234395            13888                 0            41751                   4119 
   23354522695    29516823048 30512393206            15973                 0            50139                   5396 
   22997067466    29639798497 30653171974            16277                 0            50157                   4139 
   22491468867    28549073384 29498464005            13983                 0            42571                   4116 
   23519910976    30281124641 31261702953            14293                 0            44187                   4595 
   21349342828    27322854380 28199552542            12889                 0            39277                   3911 
   21118545333    25348307818 26256471688            12781                 0            40191                   5685 
   20790095205    25712103299 26745757534            20614                 0            66746                   8364 
   21775205908    27387718385 28417772831            18811                 0            61182                   7283 
   21122711559    26094071277 27109365475            18143                 0            58808                   7920 
    9048372053     8524210022  9197136580            13780                 1            41655                   3559 
