# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   17007363979    19793185699 20649434601            18380                 1            44635                  13994 
   22553196514    27597205171 28580056483            16147                 1            46263                   5988 
   23810955343    29504519780 30577978776            16720                 0            53391                   4915 
   23920680603    30230951968 31279244837            15768                 0            51498                   4837 
   22885762306    28301922358 29360827676            17582                 0            54163                   5312 
   23457648798    29967886063 30978423252            17270                 0            51168                   5575 
   23501208847    29093283562 30163343096            17574                 1            54030                   5925 
   23120718151    28849656374 29857176862            15802                 0            48305                   4647 
   23527905709    29772775264 30793061229            17270                 0            50717                   4842 
   23905020000    30389521522 31401422411            15481                 0            47541                   4426 
   23736493180    30087306334 31112030883            16549                 1            48597                   5395 
   23143712039    29115808404 30092013426            13953                 0            43478                   4487 
   24554844138    31142068693 32225090610            16870                 0            52596                   5881 
   23232329657    28978640890 29991738921            16717                 1            48340                   4664 
   24074810423    30592941414 31642559935            16947                 0            49937                   4666 
   23381232302    29170633797 30188233515            16187                 0            48937                   5746 
   23379647552    29263642591 30320634199            17383                 0            53321                   6006 
   22873641119    28634399378 29617304867            16063                 0            48470                   5501 
   23914654374    30212958694 31203955169            15583                 0            45657                   5139 
   23110594111    28746347716 29755465179            14575                 4            45615                   4541 
   24330121086    31095338777 32099034909            16311                 0            48008                   5695 
   23502049560    29423823433 30407514580            15001                 0            42813                   5284 
   24290128104    31003182700 32064302864            17578                 0            52751                   5197 
   23533153614    29722586048 30735230295            16281                 0            48985                   4589 
   23347829088    29329155377 30320221808            15452                 0            47212                   5001 
   24230134578    30651636916 31691146853            16770                 0            50217                   6104 
   23695652898    30094965733 31090194480            15246                 0            46636                   5413 
   23682228963    30185140982 31161653646            15181                 1            44241                   3853 
   24191699467    30958301811 31977507960            15550                 1            47146                   4827 
   23401687694    29366281299 30369276009            15787                 0            46408                   4614 
   24680326257    31756872505 32797284118            17132                 2            50945                   6013 
   23360696709    29209559812 30191334339            15021                 0            45244                   4782 
   24072352343    30075234297 31098471527            15781                 0            47291                   5290 
   23627725143    29696297368 30721490745            17417                 2            51029                   4894 
   23750573786    30062761938 31071455854            16004                 0            49363                   4996 
   24371873918    30780351909 31798312949            15769                 0            48284                   5814 
   21325535578    24576811797 25681806144            15929                 2            53570                   5696 
     738428305      476275830   567226681              767                 0             3245                    199 
