# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    9245614757     6626698154  8105442227          18859423         18000981             1880651799 
   24264374241    15792820329 20344727986          54774682         51759503             5085539379 
   23856243794    15557158984 19995084107          53908304         50971031             4989881047 
   24141988607    15733098288 20268489858          54653509         51651209             5083971925 
   24093429348    15722788269 20238318307          54598312         51623804             5073451542 
   24291933962    15841500862 20398648354          55015839         52011069             5110122744 
   24307246772    15858017619 20421277839          55085134         52065487             5103633448 
   22874323464    15219722436 19187778488          48415694         45856588             4571934736 
       1649351         861744     1136444              1448             1375                 165382 
       3528347        2367457     2821937              2313             2175                 273593 
