# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    4861432188     4463236521  4732468250           6914182          6742704              959804238 
   22609493253    16202148625 19298614403          45092727         43258185             4908866101 
   24580358629    17790158682 21099676020          51338344         49178790             5185927046 
   23998462275    17446423475 20644090220          50111171         48045243             5080684998 
   24870491461    17988883870 21372537532          51860637         49672052             5237117625 
   24410067563    17709870975 20999914074          51027337         48892417             5161879670 
   24565152492    17837033104 21131413207          51438371         49298242             5199957771 
   24589943912    17872660810 21179617816          51281519         49138597             5204695607 
   12448298940     9036262821 10520171673          22067735         21171770             2295480469 
       3858965        2570922     3077086              2926             2806                 283031 
