# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    5617316542     4992863906  5379631509           7987446          7764041             1146201696 
   22325434799    16157138186 19307217577          43972036         42058635             5112881928 
   24909408605    18263707767 21780248661          51032060         48666916             5627209754 
   24093777441    17693504863 21036185067          49351457         47094003             5418409627 
   24502040998    17993086985 21410758143          50253708         47948280             5535722332 
   24439094542    17931112447 21363195604          50195146         47874886             5533055857 
   24568050132    18024243933 21478236394          50492626         48151106             5561014266 
   24246461906    17794387751 21209102164          49788488         47483148             5485258112 
   14262905058    10431313954 12149805564          24894858         23815402             2737698261 
       4371767        2876609     3521901              3361             3204                 386255 
