# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    5557206758     4953043820  5331630257           7916521          7689552             1132874918 
   21733929850    15757132112 18813963141          42838916         40944546             5017390224 
   24798152033    18130586763 21625623181          50844177         48445518             5608044900 
   23761017508    17436108158 20761907437          48762772         46488152             5386662495 
   25121795069    18411032864 21955549553          51556099         49139253             5696963254 
   23913526513    17550572446 20898644714          48940713         46649228             5414381223 
   24807638276    18196876471 21673069262          50949804         48570729             5627757024 
   24419282407    17915920939 21334615910          50234457         47893546             5536403779 
   12300499279     8970830116 10445596547          21371464         20434405             2341468308 
       4101350        2698855     3256171              2982             2857                 357181 
