# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    8926464266     6308224677  7752966564          2582167          17923334         17253426             1857188413 
   24207395425    15330137882 19959962798         10378525          53557072         50823171             5193464787 
   24184640425    15270704244 19947157351         10552534          53592836         50809609             5235554932 
   24342982353    15334696402 20061363851         10696003          53857109         51049364             5284466299 
   24126225371    15225551211 19891710170         10542868          53458912         50686261             5237041128 
   24029648325    15196864691 19837286051         10407321          53332509         50602726             5185405884 
   24366218529    15380533234 20121918263         10754649          54059877         51243799             5310193200 
   24603905355    15546956002 20307891494         10702831          54458507         51650666             5297965711 
    5429281001     3730238613  4404280086           927934           8629721          8219002              889539792 
       4065221        2648552     3201604              270              2766             2595                 332718 
