# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    9395779529     6578021264  8142743334          2833814          18780471         18008958             1953269254 
   24099791954    15271678880 19849742720         10057601          53464817         50759788             5129026508 
   24116497992    15244402448 19871971067         10243809          53525270         50774970             5169095603 
   24100754595    15278866682 19859620664         10054166          53581447         50875959             5146817118 
   24262775132    15364212899 20016924250         10299643          53976025         51219730             5223123494 
   23760392804    15037784971 19595298951         10078872          52848001         50147689             5111974444 
   24477453918    15515961129 20208646233         10312391          54321046         51536036             5228491130 
   24208451824    15311282457 19957499211         10301933          53813031         51043458             5206236441 
    5367585035     3721003543  4393822522           895308           8604223          8181650              883027072 
       3620816        2354925     2815956              227              2700             2549                 243314 
