# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   10683527685     8891508489  9968085592          1220107          14096782         13576980             3202974129 
   27491214331    22026179485 24960378402          3554498          36686094         35332344             8748130407 
   27286279601    21977067424 25012740070          3805456          36751408         35352571             9163558856 
   26987901517    21598619455 24649616315          3820702          36562689         35205325             8907873209 
   27308598197    22078255072 25157397275          3869360          37267379         35878727             9275051002 
   27432431152    22168999557 25271553536          3902424          37379653         35992815             9299137633 
   27569597056    22022563653 25142272260          3914647          37193515         35809161             8956157492 
   27236621878    21939221570 25058779779          3958587          37272572         35865345             9208529504 
   27084149211    21834899643 24920945771          3867549          37136204         35774135             9097898103 
   24462950146    19723874681 22654230419          3806847          33756547         32472119             8605095913 
   24270760383    19166278816 22202383301          3982166          32652844         31310582             8249904234 
   24809901639    19542402309 22598858253          3986163          33323229         31997627             8279336431 
   25589018724    20126983238 23174264376          3905392          34127830         32770654             8204483898 
   24951236168    20063875581 23068572785          3886591          34304396         33019352             8777718894 
   24582463074    18779809078 21825289629          3826309          32947259         31584465             7438341813 
    2216160425     1546768869  1785529004           218877           2977906          2852060              368818437 
       3843982        2616384     3142705              243              2540             2414                 318469 
