# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   10790422241     7856021073  9270258353          2168795          18622741         17909250             2132469906 
   24900540014    16654866497 20932285447          8725177          49263465         46762671             5817315255 
   24358489406    16042455318 20596255699          9762248          50494654         47772923             6137826071 
   24138549149    15768804181 20315261883          9760828          50326014         47602140             5920806917 
   24585802067    16201927094 20830530199          9939256          51100418         48332537             6216145092 
   23793604884    15660306991 20137974633          9652368          49461298         46785017             6011754041 
   24083002506    15677678349 20239119319          9844297          50316117         47588602             5866889936 
   24494571648    16132618049 20750337353          9953773          50888051         48125158             6189358469 
   21529994582    15139250244 18773082754          7217356          41191478         39004419             4889896612 
       5074571        3268441     3962662              291              3791             3633                 454193 
