# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    9217002227     6458254080  7981530616          2727383          18311516         17590991             1957059908 
   24320755676    15425698393 20082956418         10188450          53165593         50402479             5322943812 
   24041520908    15213683349 19844018076         10197289          52648127         49894947             5296778064 
   23966068157    15183638055 19789492863         10059825          52395195         49667231             5257601377 
   24258775990    15361989792 20048922538         10311627          53182510         50371295             5353457004 
   23737720338    15033547143 19627250131         10125568          52105928         49346304             5241453046 
   24131519931    15284858318 19951303893         10278942          52954226         50137724             5337514736 
   24122050807    15276050101 19940145947         10270091          52950208         50149327             5324823643 
    8921844334     5950686248  7310496037          2407312          16335932         15526435             1668224987 
       3958456        2817275     3310255              219              2907             2780                 282260 
