# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    8994793618     6351195820  7822350628          2588124          17887864         17139185             1893356989 
   24127135412    15329698314 19928407734          9980972          52752382         49848852             5260710143 
   24260002317    15389069585 20048160542         10138309          53255949         50292729             5316603393 
   24151029975    15319744052 19975725109         10223775          53002186         50027121             5308810171 
   23864272067    15142915450 19745111402         10130397          52553064         49574140             5270481998 
   24466492416    15539703698 20258206726         10284967          53869250         50842792             5377357829 
   24113241336    15322352218 19979243141         10182473          53028992         50064453             5304342888 
   23928286325    15191128878 19810390028         10142343          52670103         49707875             5279743302 
    8537881506     5729282912  7029353389          2225358          15577213         14741840             1601378887 
       3966503        2713929     3205460              217              2726             2593                 298429 
