# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   11602729959    12798454623 13640664577           854338           6926034          6637940             8033350961 
   23773043820    25635752503 27018170860          1357740          12677827         12109110            15702515548 
   20628035383    23062638840 24238286174          1179567          10583304         10070697            14639583354 
   24234301882    25472952196 26863268657          1396553          10726004         10134866            15155013801 
   26318870220    28385093912 29893950375          1612444          13642158         12946038            17720973048 
   27397738600    30146301152 31722221636          1731761          14957029         14201243            19385677551 
   25413959143    28349825663 29748370192          1417092          13146191         12522623            18026722689 
   25237601954    28482351170 29859916183          1420382          12840545         12215816            18436140933 
   24910815019    27934927603 29292248118          1388514          12534430         11934849            17821373189 
   25678722896    28755470112 30178467237          1493494          13428781         12774014            18600500506 
   26140951400    29246335410 30696193056          1500418          13974716         13298018            18828044602 
   25926638613    28908549660 30328180536          1439741          13614567         12977113            18364176704 
   25345319819    28173048861 29580585757          1480151          13139985         12501868            18064266441 
   25258464238    28007753833 29389493764          1380041          13142367         12523654            17561710196 
   25766891925    28757072435 30177290626          1453898          13570686         12931570            18305413598 
   25678068610    28672086091 30085796318          1462811          13351612         12698807            18374070051 
   25315463413    28494475213 29883870724          1453512          12967618         12339714            18461323619 
   25210637357    28376685149 29736828023          1397491          12954983         12343533            18293272634 
   25291081520    27724263304 29136739587          1458348          13041910         12395241            17413528497 
   25384275912    27948668432 29369423301          1454947          13369219         12726443            17538380769 
   24921357949    27288702794 28705281481          1492391          13010319         12361278            17162124168 
   25651294933    28376229238 29809927779          1495637          13622750         12967275            18057207108 
   26361177886    29428147061 30884698910          1530269          14122923         13458820            18915143568 
   24395864996    26841301963 28196714440          1383054          12145907         11548566            16850141506 
   24740279107    26922318966 28322048156          1467930          12831060         12188246            16877738993 
   25417832573    28308628135 29714608662          1491220          12972108         12321570            18320600853 
   25628362967    28426638305 29845703373          1474511          13441944         12800947            18086780116 
   25078935002    27564761547 28963738881          1461646          13136412         12484465            17477055933 
   25339192167    27814683734 29247060526          1480067          13178168         12516941            17504194913 
   25350133039    27412244234 28878708397          1541494          13598951         12914199            16969289758 
   25701998680    27833166651 29330945889          1596190          13676560         12957422            17424851002 
   23425536992    25435917056 26753597117          1368381          11951420         11354026            15843932653 
   25652284232    27650912136 29159094623          1624216          13671654         12947281            17358931442 
   25525523909    27645917901 29112926607          1530435          13568285         12869645            17246023621 
   24667133024    26484476861 27901839986          1452692          12765492         12114362            16145349796 
   25493046039    28026931403 29469173510          1552425          13260877         12582924            17977868294 
   24277764483    26612429529 27962744869          1362523          12248298         11652362            16541091661 
   25534291827    27991635606 29455698136          1590525          13434573         12744602            17920319673 
   25172851249    27488451818 28899622876          1460643          13189378         12551616            17243863961 
   24968092831    27357036293 28772352898          1501209          13076268         12412245            17326804595 
   26155482519    28743580416 30208745114          1537866          13871472         13191803            18222967941 
   25800046875    28300790136 29750112024          1503925          13738295         13066363            17820033969 
   20070121471    19202615584 20562196862          1287238          14661418         13993722             9567480712 
    2382004035     1832664920  1980716194            71113           2634616          2566619              175916824 
       3766184        2572346     3057493              216              2473             2361                 284413 
