# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    9930571231    10629599612 11426453602           808478           6205447          5936045             6271122288 
   23560351692    27107189048 28432318370          1341951          11890631         11361357            17891325051 
   23002291413    25856462046 27130574960          1337583          10308653          9800563            16448309241 
   22628240069    24519299631 26027969595          1694344          11414085         10742516            15399894925 
   21850150722    24161624074 25676794198          1768910          11745127         11083412            15450592541 
   21471040828    24862224917 26217260264          1582995           9888607          9279667            16769527811 
   21246611826    24599604091 25949309900          1568544           9766463          9160715            16562971888 
   21214975739    24658345272 25991090336          1538650           9852601          9260272            16619850865 
   21137279120    24490089600 25839258621          1567671           9738324          9133296            16481850253 
   21556671113    25012908997 26339325543          1517584           9675220          9089148            16801866273 
   21778484786    25200631774 26552117388          1559638           9886641          9290083            16933731906 
   21589734241    25075753370 26430266548          1591430          10010852          9400255            16906241357 
   21469715707    25342662551 26707218183          1593243           9811157          9199512            17347247023 
   21485862152    24534026048 25875853067          1527376           9749799          9163078            16225275066 
   20909501486    24209886875 25565609245          1610000           9807538          9188875            16363170835 
   21676906214    24622782110 25978713611          1528436           9839061          9249027            16226004393 
   21327824266    24682151608 26047096017          1618797          10010342          9390914            16674259345 
   21363507516    24723582874 26057237682          1547844           9803412          9207289            16704235717 
   20911599287    23934328341 25282175641          1600676           9868072          9257764            15978776790 
   21357784173    24057058384 25402284109          1509805           9615052          9030927            15678015024 
   21169947929    24441828482 25812179734          1656635          10130726          9495389            16502924279 
   21456827931    24178834496 25525911596          1514222           9776155          9187127            15803116521 
   21658679694    25211485522 26583969890          1629842          10167388          9538745            17194970519 
   21633610527    25298438382 26656097883          1588359          10037523          9427234            17209305639 
   21125469385    24209792465 25557343520          1573740           9729858          9131075            16134168763 
   20953302893    24062935943 25413142645          1578514           9715542          9111643            16069806238 
   22504521759    25962098757 27348374809          1586053          10223011          9607067            17416397203 
   22441800865    25427880744 26816065068          1614949          10470023          9850695            16815413265 
   22855141246    26813936865 28235988395          1663041          10670610         10027845            18301204808 
   22585275402    26021188431 27438337627          1672834          10453317          9819918            17476749776 
   21586083393    25109132921 26472461829          1596308           9927642          9311570            17022132395 
   21625397290    24998045750 26340053860          1553120           9863816          9269136            16744231678 
   22118952495    25865999209 27228510573          1572472          10058018          9448378            17566089711 
   21602636522    25161997854 26518067985          1588675          10048240          9438414            17043408678 
   21713514198    25212491813 26594170405          1637234          10183514          9550023            17105078062 
   21319939883    24528880729 25900795581          1612033           9833101          9214234            16447211307 
   21353034078    24260957709 25624629510          1567319           9799002          9195975            16051188217 
   21155691292    24133121928 25492668700          1588014           9798448          9189298            16080798563 
   21334338440    24564238640 25915077409          1580100           9860964          9258038            16490430301 
   21262674987    24419104736 25774602590          1554606           9668447          9071347            16299313867 
   21856211945    25215875783 26604499769          1621363          10151837          9528770            16990605663 
   21698569084    24789362086 26152992194          1564418           9894024          9290454            16475345938 
   21535817886    25040165210 26394632767          1562435           9876662          9275535            16877504830 
   21699061477    25145249460 26539257174          1663156          10205518          9566629            17119792741 
   21377517441    24394556903 25742788315          1520200           9690717          9104247            16114207599 
   22397328348    25460536750 26805693648          1490566          10029832          9452713            16731456564 
   20297794179    20604900360 22136644544          1756524          13176541         12409039            12276857328 
    2209014301     1588915182  1795854807           192264           2127965          2018421              475641292 
