# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   12358958510    13576231360 14486917073           898995           7439911          7120584             8422836731 
   19128424662    19704907490 20866271845          1123805          10604056         10124029            11367616171 
   23394580939    23896789155 25199525037          1192464           9573217          9081014            13317101918 
   26896136030    28170920410 29776979915          1752029          14386295         13635553            17233391666 
   25674112859    26990033121 28477682048          1573818          13677806         13006316            16439658845 
   25926918045    27546440558 29033009879          1568656          14017979         13340348            17029304436 
   26043948013    27797219887 29259969652          1505123          14076814         13413512            17128507823 
   25057645140    26276326030 27719011166          1461530          13391388         12757076            15612320186 
   25485853216    26881401332 28332542766          1505445          13681888         13026763            16346705838 
   24361345446    25634878833 27032472949          1438562          12628297         12008986            15442618226 
   25773930244    27327666899 28794021377          1542549          13831184         13164000            16844599296 
   24932551137    25974375258 27391075352          1427315          13297122         12663416            15413565995 
   25661168701    27289997956 28723847068          1490438          13621191         12978067            16805292506 
   24629482469    25828402095 27231774275          1415329          12862710         12242313            15437729689 
   25357420732    26541381093 28040253479          1581767          13944205         13243861            16131647954 
   25233572471    26205455284 27679805930          1522115          13338514         12668854            15612733578 
   25553928989    27151483634 28603892248          1522981          13400354         12732921            16799146820 
   25100437282    26561531910 28004329569          1512103          13205822         12534556            16295351655 
   25015045455    26054952882 27535633761          1553464          13548412         12862009            15586609414 
   25632399381    26948577438 28435508725          1555176          13867847         13172982            16371401932 
   25363032352    26578091925 28029114974          1496847          13523660         12889216            15898918374 
   26050715623    27674794243 29169527013          1627852          13869916         13171997            17321842231 
   25435068014    27027717968 28443523508          1470127          13494032         12864968            16569110613 
   24930159128    26411504844 27844530783          1506150          13146442         12498214            16167297634 
   25575615806    27021350005 28476244578          1507002          13930172         13268038            16360371675 
   22956372645    24188436545 25485274345          1307039          11263450         10712912            14425339770 
   25655766595    27269842829 28742659558          1568402          13616620         12935888            16900109456 
   25622451843    27037955549 28506170103          1524741          13769042         13102603            16348585487 
   24582445095    25460512518 26875044264          1409687          13190470         12567597            14791353685 
   25937546199    27559305662 29059425794          1618437          14098294         13391322            17136221417 
   24225266057    25213550900 26620503037          1450378          12717879         12100930            14923591062 
   25792790486    27368180999 28838793555          1569368          13776275         13102831            16900281109 
   25600477455    26949019002 28431848113          1556995          13586525         12900189            16429384209 
   24848634386    26199707541 27607732167          1460724          13105985         12472773            15930808661 
   24545272469    25602616713 27009431272          1435187          12626054         12006143            15198069348 
   25101812840    26493350202 27952572224          1550709          13310112         12641586            16240178286 
   26164769781    27416500640 28941642234          1608996          14319165         13596427            16725570537 
   24665238835    26238952140 27663526491          1537119          12634172         11986886            16238860476 
   25393478411    26659818515 28132244872          1544092          13691918         13034334            16083283862 
   25034061392    26372408045 27807211623          1486287          12949389         12298683            15986231789 
   25124213568    24634840856 26269690095          1674397          16372753         15576619            13331219759 
    3954460835     2998111615  3320484759           248409           3791271          3639127              441063047 
       4706187        2933165     3576797              318              3442             3296                 380363 
