# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   10258144768     8533401325  9716888098          1562757          13685813         13112090             3448720545 
   27128692130    21524409776 24727452422          4714183          36083505         34297271             9115008756 
   24987493774    19577742221 22863734929          5082331          33407867         31590646             8730348583 
   25207140765    19452022364 22706395606          4907933          33160761         31399913             8144796710 
   25038431507    19337077794 22758809272          5323193          33362380         31519229             8664638479 
   23520172139    18146507610 21366267246          4976356          31089915         29361726             8067188909 
   23726005596    18315995455 21716062094          5397710          31712530         29867624             8621865372 
   21845406298    17203389034 20438161057          5232047          29988721         28228301             8571756717 
   21677661467    17331294734 20587313855          5380962          30490474         28685418             8925379994 
   21368619339    16988735800 20170219767          5189666          29815371         28067026             8647682868 
   20486855310    16490010941 19624119677          5171951          29032137         27316058             8648138954 
   20213075293    16236514685 19341279155          5167358          28631201         26911251             8521327740 
   20750943965    16680748136 19845803511          5232691          29257767         27514931             8693294412 
   20403965064    16439838398 19554838183          5147896          28993767         27275408             8595901737 
   20270048021    16261862029 19384851996          5160869          28659780         26947189             8525808000 
    8379268403     6036586900  7136260131          1457279          11804422         11161625             2155194901 
       4054748        2660408     3197861              267              2758             2648                 345924 
