# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   15800036505    13824547180    886237444          213494572  6621820324             111508677          119914470  1177324382             164559798 
   24287739561    20537912778   1473763917          346744648 10058323267             184518964          205221944  1895821569             267561722 
   24575595873    20792191903   1465758255          354131540 10214751174             188731948          205454484  1950713847             267051195 
   23027894824    19494765919   1396325512          333346341  9577717938             177157840          193249841  1865096086             252549444 
   22436838235    18604502780   1365356049          322978355  9184478835             169684287          194186030  1860453823             235306597 
   22538444202    18558689660   1377255135          323745766  9175297422             169208903          198394995  1869581645             233484679 
   22463170440    19011587020   1360109763          324376369  9360364177             172776956          186072446  1864894387             244972656 
   21060844203    18469524455   1284952474          307674106  9057214706             166395310          165128739  1781416605             236825890 
    7996231950     6402601479    468690393          115587385  3160747443              60934868           63180474   692383618              85952842 
       2436683        1769112       121547              21737      551710                  7015              26077      135349                 18979 
